,Graph Mod Id,Graph Score,G1 Graph Score,Sum Graph Score
0,Original Graph,751,2111,2862
7181,Sic1-to-MBF -> 0to-1 | SBF-to-Sic1 -> 0to1,1843,0,1843
7182,Sic1-to-MBF -> 0to-1 | SBF-to-Sic1 -> 0to-1,1819,0,1819
7183,"Sic1-to-MBF -> 0to-1 | Cln1,2-to-Sic1 -> -1to0",1846,0,1846
7184,"Sic1-to-MBF -> 0to-1 | Cln1,2-to-Sic1 -> -1to1",3278,0,3278
7185,Sic1-to-MBF -> 0to-1 | Cdh1-to-Sic1 -> 0to1,2427,0,2427
7186,Sic1-to-MBF -> 0to-1 | Cdh1-to-Sic1 -> 0to-1,3521,0,3521
7187,Sic1-to-MBF -> 0to-1 | Swi5-to-Sic1 -> 1to0,8004,0,8004
7188,Sic1-to-MBF -> 0to-1 | Swi5-to-Sic1 -> 1to-1,8734,0,8734
7189,Sic1-to-MBF -> 0to-1 | Cdc2014-to-Sic1 -> 1to0,7836,0,7836
7190,Sic1-to-MBF -> 0to-1 | Cdc2014-to-Sic1 -> 1to-1,8086,0,8086
7191,"Sic1-to-MBF -> 0to-1 | Clb5,6-to-Sic1 -> -1to0",2435,0,2435
7192,"Sic1-to-MBF -> 0to-1 | Clb5,6-to-Sic1 -> -1to1",3870,0,3870
7193,"Sic1-to-MBF -> 0to-1 | Clb1,2-to-Sic1 -> -1to0",2235,0,2235
7194,"Sic1-to-MBF -> 0to-1 | Clb1,2-to-Sic1 -> -1to1",3600,0,3600
7195,"Sic1-to-MBF -> 0to-1 | Mcm1,SFF-to-Sic1 -> 0to1",2303,0,2303
7196,"Sic1-to-MBF -> 0to-1 | Mcm1,SFF-to-Sic1 -> 0to-1",7911,0,7911
7197,"Sic1-to-MBF -> 0to-1 | Cln3-to-Clb1,2 -> 0to1",1611,0,1611
7198,"Sic1-to-MBF -> 0to-1 | Cln3-to-Clb1,2 -> 0to-1",2535,0,2535
7199,"Sic1-to-MBF -> 0to-1 | MBF-to-Clb1,2 -> 0to1",1847,0,1847
7200,"Sic1-to-MBF -> 0to-1 | MBF-to-Clb1,2 -> 0to-1",2912,0,2912
7201,"Sic1-to-MBF -> 0to-1 | SBF-to-Clb1,2 -> 0to1",35,5005,5040
7202,"Sic1-to-MBF -> 0to-1 | SBF-to-Clb1,2 -> 0to-1",3416,0,3416
7203,"Sic1-to-MBF -> 0to-1 | Cln1,2-to-Clb1,2 -> 0to1",31,4905,4936
7204,"Sic1-to-MBF -> 0to-1 | Cln1,2-to-Clb1,2 -> 0to-1",2972,0,2972
7205,"Sic1-to-MBF -> 0to-1 | Cdh1-to-Clb1,2 -> -1to0",1883,0,1883
7206,"Sic1-to-MBF -> 0to-1 | Cdh1-to-Clb1,2 -> -1to1",1626,0,1626
7207,"Sic1-to-MBF -> 0to-1 | Swi5-to-Clb1,2 -> 0to1",7121,0,7121
7208,"Sic1-to-MBF -> 0to-1 | Swi5-to-Clb1,2 -> 0to-1",2818,0,2818
7209,"Sic1-to-MBF -> 0to-1 | Cdc2014-to-Clb1,2 -> -1to0",8030,0,8030
7210,"Sic1-to-MBF -> 0to-1 | Cdc2014-to-Clb1,2 -> -1to1",7535,0,7535
7211,"Sic1-to-MBF -> 0to-1 | Clb5,6-to-Clb1,2 -> 1to0",3152,0,3152
7212,"Sic1-to-MBF -> 0to-1 | Clb5,6-to-Clb1,2 -> 1to-1",4618,0,4618
7213,"Sic1-to-MBF -> 0to-1 | Sic1-to-Clb1,2 -> -1to0",7572,0,7572
7214,"Sic1-to-MBF -> 0to-1 | Sic1-to-Clb1,2 -> -1to1",866,0,866
7215,"Sic1-to-MBF -> 0to-1 | Mcm1,SFF-to-Clb1,2 -> 1to0",3356,0,3356
7216,"Sic1-to-MBF -> 0to-1 | Mcm1,SFF-to-Clb1,2 -> 1to-1",4419,0,4419
7217,"Sic1-to-MBF -> 0to-1 | Cln3-to-Mcm1,SFF -> 0to1",2219,0,2219
7218,"Sic1-to-MBF -> 0to-1 | Cln3-to-Mcm1,SFF -> 0to-1",2251,0,2251
7219,"Sic1-to-MBF -> 0to-1 | MBF-to-Mcm1,SFF -> 0to1",2204,0,2204
7220,"Sic1-to-MBF -> 0to-1 | MBF-to-Mcm1,SFF -> 0to-1",2251,0,2251
7221,"Sic1-to-MBF -> 0to-1 | SBF-to-Mcm1,SFF -> 0to1",3115,0,3115
7222,"Sic1-to-MBF -> 0to-1 | SBF-to-Mcm1,SFF -> 0to-1",2451,0,2451
7223,"Sic1-to-MBF -> 0to-1 | Cln1,2-to-Mcm1,SFF -> 0to1",2891,0,2891
7224,"Sic1-to-MBF -> 0to-1 | Cln1,2-to-Mcm1,SFF -> 0to-1",2441,0,2441
7225,"Sic1-to-MBF -> 0to-1 | Cdh1-to-Mcm1,SFF -> 0to1",6781,0,6781
7226,"Sic1-to-MBF -> 0to-1 | Cdh1-to-Mcm1,SFF -> 0to-1",2308,0,2308
7227,"Sic1-to-MBF -> 0to-1 | Swi5-to-Mcm1,SFF -> 0to1",7587,0,7587
7228,"Sic1-to-MBF -> 0to-1 | Swi5-to-Mcm1,SFF -> 0to-1",2357,0,2357
7229,"Sic1-to-MBF -> 0to-1 | Cdc2014-to-Mcm1,SFF -> 0to1",32895,0,32895
7230,"Sic1-to-MBF -> 0to-1 | Cdc2014-to-Mcm1,SFF -> 0to-1",2361,0,2361
7231,"Sic1-to-MBF -> 0to-1 | Clb5,6-to-Mcm1,SFF -> 1to0",2419,0,2419
7232,"Sic1-to-MBF -> 0to-1 | Clb5,6-to-Mcm1,SFF -> 1to-1",6552,0,6552
7233,"Sic1-to-MBF -> 0to-1 | Sic1-to-Mcm1,SFF -> 0to1",7608,0,7608
7234,"Sic1-to-MBF -> 0to-1 | Sic1-to-Mcm1,SFF -> 0to-1",2431,0,2431
7235,"Sic1-to-MBF -> 0to-1 | Clb1,2-to-Mcm1,SFF -> 1to0",2346,0,2346
7236,"Sic1-to-MBF -> 0to-1 | Clb1,2-to-Mcm1,SFF -> 1to-1",3154,0,3154
7237,"Clb1,2-to-MBF -> -1to0 | Mcm1,SFF-to-MBF -> 0to1",6360,0,6360
7238,"Clb1,2-to-MBF -> -1to0 | Mcm1,SFF-to-MBF -> 0to-1",1611,0,1611
7239,"Clb1,2-to-MBF -> -1to0 | Cln3-to-SBF -> 1to0",1215,0,1215
7240,"Clb1,2-to-MBF -> -1to0 | Cln3-to-SBF -> 1to-1",745,3509,4254
7241,"Clb1,2-to-MBF -> -1to0 | MBF-to-SBF -> 0to1",939,0,939
7242,"Clb1,2-to-MBF -> -1to0 | MBF-to-SBF -> 0to-1",740,3509,4249
7243,"Clb1,2-to-MBF -> -1to0 | Cln1,2-to-SBF -> 0to1",57568,0,57568
7244,"Clb1,2-to-MBF -> -1to0 | Cln1,2-to-SBF -> 0to-1",551,3507,4058
7245,"Clb1,2-to-MBF -> -1to0 | Cdh1-to-SBF -> 0to1",3891,0,3891
7246,"Clb1,2-to-MBF -> -1to0 | Cdh1-to-SBF -> 0to-1",983,0,983
7247,"Clb1,2-to-MBF -> -1to0 | Swi5-to-SBF -> 0to1",4089,0,4089
7248,"Clb1,2-to-MBF -> -1to0 | Swi5-to-SBF -> 0to-1",538,3509,4047
7249,"Clb1,2-to-MBF -> -1to0 | Cdc2014-to-SBF -> 0to1",4076,0,4076
7250,"Clb1,2-to-MBF -> -1to0 | Cdc2014-to-SBF -> 0to-1",572,3509,4081
7251,"Clb1,2-to-MBF -> -1to0 | Clb5,6-to-SBF -> 0to1",555,3507,4062
7252,"Clb1,2-to-MBF -> -1to0 | Clb5,6-to-SBF -> 0to-1",1716,0,1716
7253,"Clb1,2-to-MBF -> -1to0 | Sic1-to-SBF -> 0to1",4095,0,4095
7254,"Clb1,2-to-MBF -> -1to0 | Sic1-to-SBF -> 0to-1",504,3509,4013
7255,"Clb1,2-to-MBF -> -1to0 | Clb1,2-to-SBF -> -1to0",559,3507,4066
7256,"Clb1,2-to-MBF -> -1to0 | Clb1,2-to-SBF -> -1to1",5839,0,5839
7257,"Clb1,2-to-MBF -> -1to0 | Mcm1,SFF-to-SBF -> 0to1",2140,0,2140
7258,"Clb1,2-to-MBF -> -1to0 | Mcm1,SFF-to-SBF -> 0to-1",957,0,957
7259,"Clb1,2-to-MBF -> -1to0 | Cln3-to-Cln1,2 -> 0to1",2212,0,2212
7260,"Clb1,2-to-MBF -> -1to0 | Cln3-to-Cln1,2 -> 0to-1",7716,0,7716
7261,"Clb1,2-to-MBF -> -1to0 | MBF-to-Cln1,2 -> 0to1",2292,0,2292
7262,"Clb1,2-to-MBF -> -1to0 | MBF-to-Cln1,2 -> 0to-1",6274,0,6274
7263,"Clb1,2-to-MBF -> -1to0 | SBF-to-Cln1,2 -> 1to0",657,3708,4365
7264,"Clb1,2-to-MBF -> -1to0 | SBF-to-Cln1,2 -> 1to-1",2537,0,2537
7265,"Clb1,2-to-MBF -> -1to0 | Cdh1-to-Cln1,2 -> 0to1",5157,0,5157
7266,"Clb1,2-to-MBF -> -1to0 | Cdh1-to-Cln1,2 -> 0to-1",6798,0,6798
7267,"Clb1,2-to-MBF -> -1to0 | Swi5-to-Cln1,2 -> 0to1",7693,0,7693
7268,"Clb1,2-to-MBF -> -1to0 | Swi5-to-Cln1,2 -> 0to-1",2384,0,2384
7269,"Clb1,2-to-MBF -> -1to0 | Cdc2014-to-Cln1,2 -> 0to1",9049,0,9049
7270,"Clb1,2-to-MBF -> -1to0 | Cdc2014-to-Cln1,2 -> 0to-1",2266,0,2266
7271,"Clb1,2-to-MBF -> -1to0 | Clb5,6-to-Cln1,2 -> 0to1",2216,0,2216
7272,"Clb1,2-to-MBF -> -1to0 | Clb5,6-to-Cln1,2 -> 0to-1",4635,0,4635
7273,"Clb1,2-to-MBF -> -1to0 | Sic1-to-Cln1,2 -> 0to1",5191,0,5191
7274,"Clb1,2-to-MBF -> -1to0 | Sic1-to-Cln1,2 -> 0to-1",6243,0,6243
7275,"Clb1,2-to-MBF -> -1to0 | Clb1,2-to-Cln1,2 -> 0to1",8136,0,8136
7276,"Clb1,2-to-MBF -> -1to0 | Clb1,2-to-Cln1,2 -> 0to-1",2698,0,2698
7277,"Clb1,2-to-MBF -> -1to0 | Mcm1,SFF-to-Cln1,2 -> 0to1",8773,0,8773
7278,"Clb1,2-to-MBF -> -1to0 | Mcm1,SFF-to-Cln1,2 -> 0to-1",2296,0,2296
7279,"Clb1,2-to-MBF -> -1to0 | Cln3-to-Cdh1 -> 0to1",2272,0,2272
7280,"Clb1,2-to-MBF -> -1to0 | Cln3-to-Cdh1 -> 0to-1",2212,0,2212
7281,"Clb1,2-to-MBF -> -1to0 | MBF-to-Cdh1 -> 0to1",2308,0,2308
7282,"Clb1,2-to-MBF -> -1to0 | MBF-to-Cdh1 -> 0to-1",2218,0,2218
7283,"Clb1,2-to-MBF -> -1to0 | SBF-to-Cdh1 -> 0to1",1781,0,1781
7284,"Clb1,2-to-MBF -> -1to0 | SBF-to-Cdh1 -> 0to-1",2212,0,2212
7285,"Clb1,2-to-MBF -> -1to0 | Cln1,2-to-Cdh1 -> -1to0",1767,0,1767
7286,"Clb1,2-to-MBF -> -1to0 | Cln1,2-to-Cdh1 -> -1to1",1837,0,1837
7287,"Clb1,2-to-MBF -> -1to0 | Swi5-to-Cdh1 -> 0to1",2274,0,2274
7288,"Clb1,2-to-MBF -> -1to0 | Swi5-to-Cdh1 -> 0to-1",3690,0,3690
7289,"Clb1,2-to-MBF -> -1to0 | Cdc2014-to-Cdh1 -> 1to0",3653,0,3653
7290,"Clb1,2-to-MBF -> -1to0 | Cdc2014-to-Cdh1 -> 1to-1",3675,0,3675
7291,"Clb1,2-to-MBF -> -1to0 | Clb5,6-to-Cdh1 -> -1to0",2352,0,2352
7292,"Clb1,2-to-MBF -> -1to0 | Clb5,6-to-Cdh1 -> -1to1",2548,0,2548
7293,"Clb1,2-to-MBF -> -1to0 | Sic1-to-Cdh1 -> 0to1",2245,0,2245
7294,"Clb1,2-to-MBF -> -1to0 | Sic1-to-Cdh1 -> 0to-1",3701,0,3701
7295,"Clb1,2-to-MBF -> -1to0 | Clb1,2-to-Cdh1 -> -1to0",2228,0,2228
7296,"Clb1,2-to-MBF -> -1to0 | Clb1,2-to-Cdh1 -> -1to1",2228,0,2228
7297,"Clb1,2-to-MBF -> -1to0 | Mcm1,SFF-to-Cdh1 -> 0to1",2276,0,2276
7298,"Clb1,2-to-MBF -> -1to0 | Mcm1,SFF-to-Cdh1 -> 0to-1",2216,0,2216
7299,"Clb1,2-to-MBF -> -1to0 | Cln3-to-Swi5 -> 0to1",2228,0,2228
7300,"Clb1,2-to-MBF -> -1to0 | Cln3-to-Swi5 -> 0to-1",3720,0,3720
7301,"Clb1,2-to-MBF -> -1to0 | MBF-to-Swi5 -> 0to1",2226,0,2226
7302,"Clb1,2-to-MBF -> -1to0 | MBF-to-Swi5 -> 0to-1",3709,0,3709
7303,"Clb1,2-to-MBF -> -1to0 | SBF-to-Swi5 -> 0to1",2242,0,2242
7304,"Clb1,2-to-MBF -> -1to0 | SBF-to-Swi5 -> 0to-1",3714,0,3714
7305,"Clb1,2-to-MBF -> -1to0 | Cln1,2-to-Swi5 -> 0to1",2296,0,2296
7306,"Clb1,2-to-MBF -> -1to0 | Cln1,2-to-Swi5 -> 0to-1",3706,0,3706
7307,"Clb1,2-to-MBF -> -1to0 | Cdh1-to-Swi5 -> 0to1",3697,0,3697
7308,"Clb1,2-to-MBF -> -1to0 | Cdh1-to-Swi5 -> 0to-1",2249,0,2249
7309,"Clb1,2-to-MBF -> -1to0 | Cdc2014-to-Swi5 -> 1to0",5393,0,5393
7310,"Clb1,2-to-MBF -> -1to0 | Cdc2014-to-Swi5 -> 1to-1",6551,0,6551
7311,"Clb1,2-to-MBF -> -1to0 | Clb5,6-to-Swi5 -> 0to1",2228,0,2228
7312,"Clb1,2-to-MBF -> -1to0 | Clb5,6-to-Swi5 -> 0to-1",3717,0,3717
7313,"Clb1,2-to-MBF -> -1to0 | Sic1-to-Swi5 -> 0to1",3718,0,3718
7314,"Clb1,2-to-MBF -> -1to0 | Sic1-to-Swi5 -> 0to-1",2252,0,2252
7315,"Clb1,2-to-MBF -> -1to0 | Clb1,2-to-Swi5 -> -1to0",2228,0,2228
7316,"Clb1,2-to-MBF -> -1to0 | Clb1,2-to-Swi5 -> -1to1",2228,0,2228
7317,"Clb1,2-to-MBF -> -1to0 | Mcm1,SFF-to-Swi5 -> 1to0",6121,0,6121
7318,"Clb1,2-to-MBF -> -1to0 | Mcm1,SFF-to-Swi5 -> 1to-1",7303,0,7303
7319,"Clb1,2-to-MBF -> -1to0 | Cln3-to-Cdc2014 -> 0to1",2504,0,2504
7320,"Clb1,2-to-MBF -> -1to0 | Cln3-to-Cdc2014 -> 0to-1",1828,0,1828
7321,"Clb1,2-to-MBF -> -1to0 | MBF-to-Cdc2014 -> 0to1",2348,0,2348
7322,"Clb1,2-to-MBF -> -1to0 | MBF-to-Cdc2014 -> 0to-1",2059,0,2059
7323,"Clb1,2-to-MBF -> -1to0 | SBF-to-Cdc2014 -> 0to1",2916,0,2916
7324,"Clb1,2-to-MBF -> -1to0 | SBF-to-Cdc2014 -> 0to-1",1852,0,1852
7325,"Clb1,2-to-MBF -> -1to0 | Cln1,2-to-Cdc2014 -> 0to1",2958,0,2958
7326,"Clb1,2-to-MBF -> -1to0 | Cln1,2-to-Cdc2014 -> 0to-1",2005,0,2005
7327,"Clb1,2-to-MBF -> -1to0 | Cdh1-to-Cdc2014 -> 0to1",5273,0,5273
7328,"Clb1,2-to-MBF -> -1to0 | Cdh1-to-Cdc2014 -> 0to-1",1906,0,1906
7329,"Clb1,2-to-MBF -> -1to0 | Swi5-to-Cdc2014 -> 0to1",15548,0,15548
7330,"Clb1,2-to-MBF -> -1to0 | Swi5-to-Cdc2014 -> 0to-1",2124,0,2124
7331,"Clb1,2-to-MBF -> -1to0 | Clb5,6-to-Cdc2014 -> 0to1",2504,0,2504
7332,"Clb1,2-to-MBF -> -1to0 | Clb5,6-to-Cdc2014 -> 0to-1",1992,0,1992
7333,"Clb1,2-to-MBF -> -1to0 | Sic1-to-Cdc2014 -> 0to1",5616,0,5616
7334,"Clb1,2-to-MBF -> -1to0 | Sic1-to-Cdc2014 -> 0to-1",2097,0,2097
7335,"Clb1,2-to-MBF -> -1to0 | Clb1,2-to-Cdc2014 -> 1to0",2020,0,2020
7336,"Clb1,2-to-MBF -> -1to0 | Clb1,2-to-Cdc2014 -> 1to-1",6933,0,6933
7337,"Clb1,2-to-MBF -> -1to0 | Mcm1,SFF-to-Cdc2014 -> 1to0",2118,0,2118
7338,"Clb1,2-to-MBF -> -1to0 | Mcm1,SFF-to-Cdc2014 -> 1to-1",5306,0,5306
7339,"Clb1,2-to-MBF -> -1to0 | Cln3-to-Clb5,6 -> 0to1",1780,0,1780
7340,"Clb1,2-to-MBF -> -1to0 | Cln3-to-Clb5,6 -> 0to-1",2388,0,2388
7341,"Clb1,2-to-MBF -> -1to0 | MBF-to-Clb5,6 -> 1to0",2648,0,2648
7342,"Clb1,2-to-MBF -> -1to0 | MBF-to-Clb5,6 -> 1to-1",2648,0,2648
7343,"Clb1,2-to-MBF -> -1to0 | SBF-to-Clb5,6 -> 0to1",36,2805,2841
7344,"Clb1,2-to-MBF -> -1to0 | SBF-to-Clb5,6 -> 0to-1",2568,0,2568
7345,"Clb1,2-to-MBF -> -1to0 | Cln1,2-to-Clb5,6 -> 0to1",20,1205,1225
7346,"Clb1,2-to-MBF -> -1to0 | Cln1,2-to-Clb5,6 -> 0to-1",2432,0,2432
7347,"Clb1,2-to-MBF -> -1to0 | Cdh1-to-Clb5,6 -> 0to1",1544,0,1544
7348,"Clb1,2-to-MBF -> -1to0 | Cdh1-to-Clb5,6 -> 0to-1",2465,0,2465
7349,"Clb1,2-to-MBF -> -1to0 | Swi5-to-Clb5,6 -> 0to1",5714,0,5714
7350,"Clb1,2-to-MBF -> -1to0 | Swi5-to-Clb5,6 -> 0to-1",2409,0,2409
7351,"Clb1,2-to-MBF -> -1to0 | Cdc2014-to-Clb5,6 -> -1to0",8386,0,8386
7352,"Clb1,2-to-MBF -> -1to0 | Cdc2014-to-Clb5,6 -> -1to1",9519,0,9519
7353,"Clb1,2-to-MBF -> -1to0 | Sic1-to-Clb5,6 -> -1to0",1508,0,1508
7354,"Clb1,2-to-MBF -> -1to0 | Sic1-to-Clb5,6 -> -1to1",203251,0,203251
7355,"Clb1,2-to-MBF -> -1to0 | Clb1,2-to-Clb5,6 -> 0to1",8141,0,8141
7356,"Clb1,2-to-MBF -> -1to0 | Clb1,2-to-Clb5,6 -> 0to-1",2276,0,2276
7357,"Clb1,2-to-MBF -> -1to0 | Mcm1,SFF-to-Clb5,6 -> 0to1",7844,0,7844
7358,"Clb1,2-to-MBF -> -1to0 | Mcm1,SFF-to-Clb5,6 -> 0to-1",2332,0,2332
7359,"Clb1,2-to-MBF -> -1to0 | Cln3-to-Sic1 -> 0to1",2472,0,2472
7360,"Clb1,2-to-MBF -> -1to0 | Cln3-to-Sic1 -> 0to-1",1948,0,1948
7361,"Clb1,2-to-MBF -> -1to0 | MBF-to-Sic1 -> 0to1",2374,0,2374
7362,"Clb1,2-to-MBF -> -1to0 | MBF-to-Sic1 -> 0to-1",2064,0,2064
7363,"Clb1,2-to-MBF -> -1to0 | SBF-to-Sic1 -> 0to1",1841,0,1841
7364,"Clb1,2-to-MBF -> -1to0 | SBF-to-Sic1 -> 0to-1",2020,0,2020
7365,"Clb1,2-to-MBF -> -1to0 | Cln1,2-to-Sic1 -> -1to0",1852,0,1852
7366,"Clb1,2-to-MBF -> -1to0 | Cln1,2-to-Sic1 -> -1to1",3272,0,3272
7367,"Clb1,2-to-MBF -> -1to0 | Cdh1-to-Sic1 -> 0to1",2424,0,2424
7368,"Clb1,2-to-MBF -> -1to0 | Cdh1-to-Sic1 -> 0to-1",3559,0,3559
7369,"Clb1,2-to-MBF -> -1to0 | Swi5-to-Sic1 -> 1to0",7966,0,7966
7370,"Clb1,2-to-MBF -> -1to0 | Swi5-to-Sic1 -> 1to-1",8540,0,8540
7371,"Clb1,2-to-MBF -> -1to0 | Cdc2014-to-Sic1 -> 1to0",7612,0,7612
7372,"Clb1,2-to-MBF -> -1to0 | Cdc2014-to-Sic1 -> 1to-1",7560,0,7560
7373,"Clb1,2-to-MBF -> -1to0 | Clb5,6-to-Sic1 -> -1to0",2440,0,2440
7374,"Clb1,2-to-MBF -> -1to0 | Clb5,6-to-Sic1 -> -1to1",3838,0,3838
7375,"Clb1,2-to-MBF -> -1to0 | Clb1,2-to-Sic1 -> -1to0",2240,0,2240
7376,"Clb1,2-to-MBF -> -1to0 | Clb1,2-to-Sic1 -> -1to1",3562,0,3562
7377,"Clb1,2-to-MBF -> -1to0 | Mcm1,SFF-to-Sic1 -> 0to1",2296,0,2296
7378,"Clb1,2-to-MBF -> -1to0 | Mcm1,SFF-to-Sic1 -> 0to-1",7860,0,7860
7379,"Clb1,2-to-MBF -> -1to0 | Cln3-to-Clb1,2 -> 0to1",1612,0,1612
7380,"Clb1,2-to-MBF -> -1to0 | Cln3-to-Clb1,2 -> 0to-1",2540,0,2540
7381,"Clb1,2-to-MBF -> -1to0 | MBF-to-Clb1,2 -> 0to1",1556,0,1556
7382,"Clb1,2-to-MBF -> -1to0 | MBF-to-Clb1,2 -> 0to-1",2412,0,2412
7383,"Clb1,2-to-MBF -> -1to0 | SBF-to-Clb1,2 -> 0to1",36,5005,5041
7384,"Clb1,2-to-MBF -> -1to0 | SBF-to-Clb1,2 -> 0to-1",3184,0,3184
7385,"Clb1,2-to-MBF -> -1to0 | Cln1,2-to-Clb1,2 -> 0to1",32,4705,4737
7386,"Clb1,2-to-MBF -> -1to0 | Cln1,2-to-Clb1,2 -> 0to-1",2836,0,2836
7387,"Clb1,2-to-MBF -> -1to0 | Cdh1-to-Clb1,2 -> -1to0",1876,0,1876
7388,"Clb1,2-to-MBF -> -1to0 | Cdh1-to-Clb1,2 -> -1to1",1615,0,1615
7389,"Clb1,2-to-MBF -> -1to0 | Swi5-to-Clb1,2 -> 0to1",7104,0,7104
7390,"Clb1,2-to-MBF -> -1to0 | Swi5-to-Clb1,2 -> 0to-1",2744,0,2744
7391,"Clb1,2-to-MBF -> -1to0 | Cdc2014-to-Clb1,2 -> -1to0",8013,0,8013
7392,"Clb1,2-to-MBF -> -1to0 | Cdc2014-to-Clb1,2 -> -1to1",7513,0,7513
7393,"Clb1,2-to-MBF -> -1to0 | Clb5,6-to-Clb1,2 -> 1to0",2880,0,2880
7394,"Clb1,2-to-MBF -> -1to0 | Clb5,6-to-Clb1,2 -> 1to-1",3624,0,3624
7395,"Clb1,2-to-MBF -> -1to0 | Sic1-to-Clb1,2 -> -1to0",7559,0,7559
7396,"Clb1,2-to-MBF -> -1to0 | Sic1-to-Clb1,2 -> -1to1",851,0,851
7397,"Clb1,2-to-MBF -> -1to0 | Mcm1,SFF-to-Clb1,2 -> 1to0",3184,0,3184
7398,"Clb1,2-to-MBF -> -1to0 | Mcm1,SFF-to-Clb1,2 -> 1to-1",3692,0,3692
7399,"Clb1,2-to-MBF -> -1to0 | Cln3-to-Mcm1,SFF -> 0to1",2236,0,2236
7400,"Clb1,2-to-MBF -> -1to0 | Cln3-to-Mcm1,SFF -> 0to-1",2220,0,2220
7401,"Clb1,2-to-MBF -> -1to0 | MBF-to-Mcm1,SFF -> 0to1",2188,0,2188
7402,"Clb1,2-to-MBF -> -1to0 | MBF-to-Mcm1,SFF -> 0to-1",2278,0,2278
7403,"Clb1,2-to-MBF -> -1to0 | SBF-to-Mcm1,SFF -> 0to1",3164,0,3164
7404,"Clb1,2-to-MBF -> -1to0 | SBF-to-Mcm1,SFF -> 0to-1",2492,0,2492
7405,"Clb1,2-to-MBF -> -1to0 | Cln1,2-to-Mcm1,SFF -> 0to1",2915,0,2915
7406,"Clb1,2-to-MBF -> -1to0 | Cln1,2-to-Mcm1,SFF -> 0to-1",2489,0,2489
7407,"Clb1,2-to-MBF -> -1to0 | Cdh1-to-Mcm1,SFF -> 0to1",6784,0,6784
7408,"Clb1,2-to-MBF -> -1to0 | Cdh1-to-Mcm1,SFF -> 0to-1",2320,0,2320
7409,"Clb1,2-to-MBF -> -1to0 | Swi5-to-Mcm1,SFF -> 0to1",7601,0,7601
7410,"Clb1,2-to-MBF -> -1to0 | Swi5-to-Mcm1,SFF -> 0to-1",2400,0,2400
7411,"Clb1,2-to-MBF -> -1to0 | Cdc2014-to-Mcm1,SFF -> 0to1",33288,0,33288
7412,"Clb1,2-to-MBF -> -1to0 | Cdc2014-to-Mcm1,SFF -> 0to-1",2398,0,2398
7413,"Clb1,2-to-MBF -> -1to0 | Clb5,6-to-Mcm1,SFF -> 1to0",2474,0,2474
7414,"Clb1,2-to-MBF -> -1to0 | Clb5,6-to-Mcm1,SFF -> 1to-1",6560,0,6560
7415,"Clb1,2-to-MBF -> -1to0 | Sic1-to-Mcm1,SFF -> 0to1",7619,0,7619
7416,"Clb1,2-to-MBF -> -1to0 | Sic1-to-Mcm1,SFF -> 0to-1",2414,0,2414
7417,"Clb1,2-to-MBF -> -1to0 | Clb1,2-to-Mcm1,SFF -> 1to0",2369,0,2369
7418,"Clb1,2-to-MBF -> -1to0 | Clb1,2-to-Mcm1,SFF -> 1to-1",3187,0,3187
7419,"Clb1,2-to-MBF -> -1to1 | Mcm1,SFF-to-MBF -> 0to1",7264,0,7264
7420,"Clb1,2-to-MBF -> -1to1 | Mcm1,SFF-to-MBF -> 0to-1",2240,0,2240
7421,"Clb1,2-to-MBF -> -1to1 | Cln3-to-SBF -> 1to0",4391,0,4391
7422,"Clb1,2-to-MBF -> -1to1 | Cln3-to-SBF -> 1to-1",3921,0,3921
7423,"Clb1,2-to-MBF -> -1to1 | MBF-to-SBF -> 0to1",4945,0,4945
7424,"Clb1,2-to-MBF -> -1to1 | MBF-to-SBF -> 0to-1",3916,0,3916
7425,"Clb1,2-to-MBF -> -1to1 | Cln1,2-to-SBF -> 0to1",60744,0,60744
7426,"Clb1,2-to-MBF -> -1to1 | Cln1,2-to-SBF -> 0to-1",3727,0,3727
7427,"Clb1,2-to-MBF -> -1to1 | Cdh1-to-SBF -> 0to1",6273,0,6273
7428,"Clb1,2-to-MBF -> -1to1 | Cdh1-to-SBF -> 0to-1",4159,0,4159
7429,"Clb1,2-to-MBF -> -1to1 | Swi5-to-SBF -> 0to1",6471,0,6471
7430,"Clb1,2-to-MBF -> -1to1 | Swi5-to-SBF -> 0to-1",3714,0,3714
7431,"Clb1,2-to-MBF -> -1to1 | Cdc2014-to-SBF -> 0to1",6458,0,6458
7432,"Clb1,2-to-MBF -> -1to1 | Cdc2014-to-SBF -> 0to-1",3748,0,3748
7433,"Clb1,2-to-MBF -> -1to1 | Clb5,6-to-SBF -> 0to1",3731,0,3731
7434,"Clb1,2-to-MBF -> -1to1 | Clb5,6-to-SBF -> 0to-1",4892,0,4892
7435,"Clb1,2-to-MBF -> -1to1 | Sic1-to-SBF -> 0to1",6477,0,6477
7436,"Clb1,2-to-MBF -> -1to1 | Sic1-to-SBF -> 0to-1",3680,0,3680
7437,"Clb1,2-to-MBF -> -1to1 | Clb1,2-to-SBF -> -1to0",3735,0,3735
7438,"Clb1,2-to-MBF -> -1to1 | Clb1,2-to-SBF -> -1to1",6844,0,6844
7439,"Clb1,2-to-MBF -> -1to1 | Mcm1,SFF-to-SBF -> 0to1",4919,0,4919
7440,"Clb1,2-to-MBF -> -1to1 | Mcm1,SFF-to-SBF -> 0to-1",4133,0,4133
7441,"Clb1,2-to-MBF -> -1to1 | Cln3-to-Cln1,2 -> 0to1",5428,0,5428
