,Graph Mod Id,Graph Score,G1 Graph Score,Sum Graph Score
0,Original Graph,751,2111,2862
10338,"Clb5,6-to-SBF -> 0to-1 | Cdh1-to-Clb1,2 -> -1to1",503,2810,3313
10339,"Clb5,6-to-SBF -> 0to-1 | Swi5-to-Clb1,2 -> 0to1",7213,0,7213
10340,"Clb5,6-to-SBF -> 0to-1 | Swi5-to-Clb1,2 -> 0to-1",781,0,781
10341,"Clb5,6-to-SBF -> 0to-1 | Cdc2014-to-Clb1,2 -> -1to0",8207,0,8207
10342,"Clb5,6-to-SBF -> 0to-1 | Cdc2014-to-Clb1,2 -> -1to1",7638,0,7638
10343,"Clb5,6-to-SBF -> 0to-1 | Clb5,6-to-Clb1,2 -> 1to0",822,0,822
10344,"Clb5,6-to-SBF -> 0to-1 | Clb5,6-to-Clb1,2 -> 1to-1",1365,0,1365
10345,"Clb5,6-to-SBF -> 0to-1 | Sic1-to-Clb1,2 -> -1to0",7817,0,7817
10346,"Clb5,6-to-SBF -> 0to-1 | Sic1-to-Clb1,2 -> -1to1",865,0,865
10347,"Clb5,6-to-SBF -> 0to-1 | Mcm1,SFF-to-Clb1,2 -> 1to0",907,0,907
10348,"Clb5,6-to-SBF -> 0to-1 | Mcm1,SFF-to-Clb1,2 -> 1to-1",1094,0,1094
10349,"Clb5,6-to-SBF -> 0to-1 | Cln3-to-Mcm1,SFF -> 0to1",644,3911,4555
10350,"Clb5,6-to-SBF -> 0to-1 | Cln3-to-Mcm1,SFF -> 0to-1",650,2111,2761
10351,"Clb5,6-to-SBF -> 0to-1 | MBF-to-Mcm1,SFF -> 0to1",3277,0,3277
10352,"Clb5,6-to-SBF -> 0to-1 | MBF-to-Mcm1,SFF -> 0to-1",715,2111,2826
10353,"Clb5,6-to-SBF -> 0to-1 | SBF-to-Mcm1,SFF -> 0to1",2903,0,2903
10354,"Clb5,6-to-SBF -> 0to-1 | SBF-to-Mcm1,SFF -> 0to-1",826,0,826
10355,"Clb5,6-to-SBF -> 0to-1 | Cln1,2-to-Mcm1,SFF -> 0to1",2605,0,2605
10356,"Clb5,6-to-SBF -> 0to-1 | Cln1,2-to-Mcm1,SFF -> 0to-1",779,0,779
10357,"Clb5,6-to-SBF -> 0to-1 | Cdh1-to-Mcm1,SFF -> 0to1",6692,0,6692
10358,"Clb5,6-to-SBF -> 0to-1 | Cdh1-to-Mcm1,SFF -> 0to-1",724,2111,2835
10359,"Clb5,6-to-SBF -> 0to-1 | Swi5-to-Mcm1,SFF -> 0to1",7731,0,7731
10360,"Clb5,6-to-SBF -> 0to-1 | Swi5-to-Mcm1,SFF -> 0to-1",756,0,756
10361,"Clb5,6-to-SBF -> 0to-1 | Cdc2014-to-Mcm1,SFF -> 0to1",32907,0,32907
10362,"Clb5,6-to-SBF -> 0to-1 | Cdc2014-to-Mcm1,SFF -> 0to-1",777,0,777
10363,"Clb5,6-to-SBF -> 0to-1 | Clb5,6-to-Mcm1,SFF -> 1to0",749,2111,2860
10364,"Clb5,6-to-SBF -> 0to-1 | Clb5,6-to-Mcm1,SFF -> 1to-1",6329,0,6329
10365,"Clb5,6-to-SBF -> 0to-1 | Sic1-to-Mcm1,SFF -> 0to1",7762,0,7762
10366,"Clb5,6-to-SBF -> 0to-1 | Sic1-to-Mcm1,SFF -> 0to-1",791,0,791
10367,"Clb5,6-to-SBF -> 0to-1 | Clb1,2-to-Mcm1,SFF -> 1to0",751,2111,2862
10368,"Clb5,6-to-SBF -> 0to-1 | Clb1,2-to-Mcm1,SFF -> 1to-1",2568,0,2568
10369,"Sic1-to-SBF -> 0to1 | Clb1,2-to-SBF -> -1to0",4095,0,4095
10370,"Sic1-to-SBF -> 0to1 | Clb1,2-to-SBF -> -1to1",11901,0,11901
10371,"Sic1-to-SBF -> 0to1 | Mcm1,SFF-to-SBF -> 0to1",4095,0,4095
10372,"Sic1-to-SBF -> 0to1 | Mcm1,SFF-to-SBF -> 0to-1",8179,0,8179
10373,"Sic1-to-SBF -> 0to1 | Cln3-to-Cln1,2 -> 0to1",4095,0,4095
10374,"Sic1-to-SBF -> 0to1 | Cln3-to-Cln1,2 -> 0to-1",10841,0,10841
10375,"Sic1-to-SBF -> 0to1 | MBF-to-Cln1,2 -> 0to1",4095,0,4095
10376,"Sic1-to-SBF -> 0to1 | MBF-to-Cln1,2 -> 0to-1",7094,0,7094
10377,"Sic1-to-SBF -> 0to1 | SBF-to-Cln1,2 -> 1to0",2638,0,2638
10378,"Sic1-to-SBF -> 0to1 | SBF-to-Cln1,2 -> 1to-1",3675,0,3675
10379,"Sic1-to-SBF -> 0to1 | Cdh1-to-Cln1,2 -> 0to1",4096,0,4096
10380,"Sic1-to-SBF -> 0to1 | Cdh1-to-Cln1,2 -> 0to-1",8592,0,8592
10381,"Sic1-to-SBF -> 0to1 | Swi5-to-Cln1,2 -> 0to1",6585,0,6585
10382,"Sic1-to-SBF -> 0to1 | Swi5-to-Cln1,2 -> 0to-1",6135,0,6135
10383,"Sic1-to-SBF -> 0to1 | Cdc2014-to-Cln1,2 -> 0to1",11235,0,11235
10384,"Sic1-to-SBF -> 0to1 | Cdc2014-to-Cln1,2 -> 0to-1",6141,0,6141
10385,"Sic1-to-SBF -> 0to1 | Clb5,6-to-Cln1,2 -> 0to1",4095,0,4095
10386,"Sic1-to-SBF -> 0to1 | Clb5,6-to-Cln1,2 -> 0to-1",6685,0,6685
10387,"Sic1-to-SBF -> 0to1 | Sic1-to-Cln1,2 -> 0to1",4095,0,4095
10388,"Sic1-to-SBF -> 0to1 | Sic1-to-Cln1,2 -> 0to-1",7679,0,7679
10389,"Sic1-to-SBF -> 0to1 | Clb1,2-to-Cln1,2 -> 0to1",10990,0,10990
10390,"Sic1-to-SBF -> 0to1 | Clb1,2-to-Cln1,2 -> 0to-1",6141,0,6141
10391,"Sic1-to-SBF -> 0to1 | Mcm1,SFF-to-Cln1,2 -> 0to1",11220,0,11220
10392,"Sic1-to-SBF -> 0to1 | Mcm1,SFF-to-Cln1,2 -> 0to-1",6141,0,6141
10393,Sic1-to-SBF -> 0to1 | Cln3-to-Cdh1 -> 0to1,4095,0,4095
10394,Sic1-to-SBF -> 0to1 | Cln3-to-Cdh1 -> 0to-1,4095,0,4095
10395,Sic1-to-SBF -> 0to1 | MBF-to-Cdh1 -> 0to1,4095,0,4095
10396,Sic1-to-SBF -> 0to1 | MBF-to-Cdh1 -> 0to-1,4095,0,4095
10397,Sic1-to-SBF -> 0to1 | SBF-to-Cdh1 -> 0to1,4095,0,4095
10398,Sic1-to-SBF -> 0to1 | SBF-to-Cdh1 -> 0to-1,4095,0,4095
10399,"Sic1-to-SBF -> 0to1 | Cln1,2-to-Cdh1 -> -1to0",2064,0,2064
10400,"Sic1-to-SBF -> 0to1 | Cln1,2-to-Cdh1 -> -1to1",2049,0,2049
10401,Sic1-to-SBF -> 0to1 | Swi5-to-Cdh1 -> 0to1,4093,0,4093
10402,Sic1-to-SBF -> 0to1 | Swi5-to-Cdh1 -> 0to-1,4095,0,4095
10403,Sic1-to-SBF -> 0to1 | Cdc2014-to-Cdh1 -> 1to0,4095,0,4095
10404,Sic1-to-SBF -> 0to1 | Cdc2014-to-Cdh1 -> 1to-1,4095,0,4095
10405,"Sic1-to-SBF -> 0to1 | Clb5,6-to-Cdh1 -> -1to0",4095,0,4095
10406,"Sic1-to-SBF -> 0to1 | Clb5,6-to-Cdh1 -> -1to1",4095,0,4095
10407,Sic1-to-SBF -> 0to1 | Sic1-to-Cdh1 -> 0to1,4095,0,4095
10408,Sic1-to-SBF -> 0to1 | Sic1-to-Cdh1 -> 0to-1,4095,0,4095
10409,"Sic1-to-SBF -> 0to1 | Clb1,2-to-Cdh1 -> -1to0",4095,0,4095
10410,"Sic1-to-SBF -> 0to1 | Clb1,2-to-Cdh1 -> -1to1",4095,0,4095
10411,"Sic1-to-SBF -> 0to1 | Mcm1,SFF-to-Cdh1 -> 0to1",4095,0,4095
10412,"Sic1-to-SBF -> 0to1 | Mcm1,SFF-to-Cdh1 -> 0to-1",4095,0,4095
10413,Sic1-to-SBF -> 0to1 | Cln3-to-Swi5 -> 0to1,4095,0,4095
10414,Sic1-to-SBF -> 0to1 | Cln3-to-Swi5 -> 0to-1,8602,0,8602
10415,Sic1-to-SBF -> 0to1 | MBF-to-Swi5 -> 0to1,5589,0,5589
10416,Sic1-to-SBF -> 0to1 | MBF-to-Swi5 -> 0to-1,8159,0,8159
10417,Sic1-to-SBF -> 0to1 | SBF-to-Swi5 -> 0to1,8661,0,8661
10418,Sic1-to-SBF -> 0to1 | SBF-to-Swi5 -> 0to-1,4095,0,4095
10419,"Sic1-to-SBF -> 0to1 | Cln1,2-to-Swi5 -> 0to1",44097,0,44097
10420,"Sic1-to-SBF -> 0to1 | Cln1,2-to-Swi5 -> 0to-1",4094,0,4094
10421,Sic1-to-SBF -> 0to1 | Cdh1-to-Swi5 -> 0to1,4096,0,4096
10422,Sic1-to-SBF -> 0to1 | Cdh1-to-Swi5 -> 0to-1,4769,0,4769
10423,Sic1-to-SBF -> 0to1 | Cdc2014-to-Swi5 -> 1to0,9065,0,9065
10424,Sic1-to-SBF -> 0to1 | Cdc2014-to-Swi5 -> 1to-1,8328,0,8328
10425,"Sic1-to-SBF -> 0to1 | Clb5,6-to-Swi5 -> 0to1",4095,0,4095
10426,"Sic1-to-SBF -> 0to1 | Clb5,6-to-Swi5 -> 0to-1",8652,0,8652
10427,Sic1-to-SBF -> 0to1 | Sic1-to-Swi5 -> 0to1,9047,0,9047
10428,Sic1-to-SBF -> 0to1 | Sic1-to-Swi5 -> 0to-1,4095,0,4095
10429,"Sic1-to-SBF -> 0to1 | Clb1,2-to-Swi5 -> -1to0",4095,0,4095
10430,"Sic1-to-SBF -> 0to1 | Clb1,2-to-Swi5 -> -1to1",4095,0,4095
10431,"Sic1-to-SBF -> 0to1 | Mcm1,SFF-to-Swi5 -> 1to0",9268,0,9268
10432,"Sic1-to-SBF -> 0to1 | Mcm1,SFF-to-Swi5 -> 1to-1",9565,0,9565
10433,Sic1-to-SBF -> 0to1 | Cln3-to-Cdc2014 -> 0to1,4095,0,4095
10434,Sic1-to-SBF -> 0to1 | Cln3-to-Cdc2014 -> 0to-1,4095,0,4095
10435,Sic1-to-SBF -> 0to1 | MBF-to-Cdc2014 -> 0to1,5900,0,5900
10436,Sic1-to-SBF -> 0to1 | MBF-to-Cdc2014 -> 0to-1,4095,0,4095
10437,Sic1-to-SBF -> 0to1 | SBF-to-Cdc2014 -> 0to1,9059,0,9059
10438,Sic1-to-SBF -> 0to1 | SBF-to-Cdc2014 -> 0to-1,4095,0,4095
10439,"Sic1-to-SBF -> 0to1 | Cln1,2-to-Cdc2014 -> 0to1",49474,0,49474
10440,"Sic1-to-SBF -> 0to1 | Cln1,2-to-Cdc2014 -> 0to-1",4095,0,4095
10441,Sic1-to-SBF -> 0to1 | Cdh1-to-Cdc2014 -> 0to1,8174,0,8174
10442,Sic1-to-SBF -> 0to1 | Cdh1-to-Cdc2014 -> 0to-1,4095,0,4095
10443,Sic1-to-SBF -> 0to1 | Swi5-to-Cdc2014 -> 0to1,18154,0,18154
10444,Sic1-to-SBF -> 0to1 | Swi5-to-Cdc2014 -> 0to-1,4095,0,4095
10445,"Sic1-to-SBF -> 0to1 | Clb5,6-to-Cdc2014 -> 0to1",4095,0,4095
10446,"Sic1-to-SBF -> 0to1 | Clb5,6-to-Cdc2014 -> 0to-1",4095,0,4095
10447,Sic1-to-SBF -> 0to1 | Sic1-to-Cdc2014 -> 0to1,8848,0,8848
10448,Sic1-to-SBF -> 0to1 | Sic1-to-Cdc2014 -> 0to-1,4095,0,4095
10449,"Sic1-to-SBF -> 0to1 | Clb1,2-to-Cdc2014 -> 1to0",4095,0,4095
10450,"Sic1-to-SBF -> 0to1 | Clb1,2-to-Cdc2014 -> 1to-1",9138,0,9138
10451,"Sic1-to-SBF -> 0to1 | Mcm1,SFF-to-Cdc2014 -> 1to0",4095,0,4095
10452,"Sic1-to-SBF -> 0to1 | Mcm1,SFF-to-Cdc2014 -> 1to-1",7419,0,7419
10453,"Sic1-to-SBF -> 0to1 | Cln3-to-Clb5,6 -> 0to1",4095,0,4095
10454,"Sic1-to-SBF -> 0to1 | Cln3-to-Clb5,6 -> 0to-1",4095,0,4095
10455,"Sic1-to-SBF -> 0to1 | MBF-to-Clb5,6 -> 1to0",4744,0,4744
10456,"Sic1-to-SBF -> 0to1 | MBF-to-Clb5,6 -> 1to-1",4744,0,4744
10457,"Sic1-to-SBF -> 0to1 | SBF-to-Clb5,6 -> 0to1",201807,0,201807
10458,"Sic1-to-SBF -> 0to1 | SBF-to-Clb5,6 -> 0to-1",4095,0,4095
10459,"Sic1-to-SBF -> 0to1 | Cln1,2-to-Clb5,6 -> 0to1",203867,0,203867
10460,"Sic1-to-SBF -> 0to1 | Cln1,2-to-Clb5,6 -> 0to-1",4095,0,4095
10461,"Sic1-to-SBF -> 0to1 | Cdh1-to-Clb5,6 -> 0to1",4096,0,4096
10462,"Sic1-to-SBF -> 0to1 | Cdh1-to-Clb5,6 -> 0to-1",4095,0,4095
10463,"Sic1-to-SBF -> 0to1 | Swi5-to-Clb5,6 -> 0to1",8792,0,8792
10464,"Sic1-to-SBF -> 0to1 | Swi5-to-Clb5,6 -> 0to-1",4095,0,4095
10465,"Sic1-to-SBF -> 0to1 | Cdc2014-to-Clb5,6 -> -1to0",10852,0,10852
10466,"Sic1-to-SBF -> 0to1 | Cdc2014-to-Clb5,6 -> -1to1",11121,0,11121
10467,"Sic1-to-SBF -> 0to1 | Sic1-to-Clb5,6 -> -1to0",4401,0,4401
10468,"Sic1-to-SBF -> 0to1 | Sic1-to-Clb5,6 -> -1to1",197815,0,197815
10469,"Sic1-to-SBF -> 0to1 | Clb1,2-to-Clb5,6 -> 0to1",10780,0,10780
10470,"Sic1-to-SBF -> 0to1 | Clb1,2-to-Clb5,6 -> 0to-1",4095,0,4095
10471,"Sic1-to-SBF -> 0to1 | Mcm1,SFF-to-Clb5,6 -> 0to1",22520,0,22520
10472,"Sic1-to-SBF -> 0to1 | Mcm1,SFF-to-Clb5,6 -> 0to-1",4095,0,4095
10473,Sic1-to-SBF -> 0to1 | Cln3-to-Sic1 -> 0to1,4095,0,4095
10474,Sic1-to-SBF -> 0to1 | Cln3-to-Sic1 -> 0to-1,4095,0,4095
10475,Sic1-to-SBF -> 0to1 | MBF-to-Sic1 -> 0to1,5223,0,5223
10476,Sic1-to-SBF -> 0to1 | MBF-to-Sic1 -> 0to-1,4103,0,4103
10477,Sic1-to-SBF -> 0to1 | SBF-to-Sic1 -> 0to1,7464,0,7464
10478,Sic1-to-SBF -> 0to1 | SBF-to-Sic1 -> 0to-1,4095,0,4095
10479,"Sic1-to-SBF -> 0to1 | Cln1,2-to-Sic1 -> -1to0",6707,0,6707
10480,"Sic1-to-SBF -> 0to1 | Cln1,2-to-Sic1 -> -1to1",11304,0,11304
10481,Sic1-to-SBF -> 0to1 | Cdh1-to-Sic1 -> 0to1,4096,0,4096
10482,Sic1-to-SBF -> 0to1 | Cdh1-to-Sic1 -> 0to-1,4089,0,4089
10483,Sic1-to-SBF -> 0to1 | Swi5-to-Sic1 -> 1to0,9976,0,9976
10484,Sic1-to-SBF -> 0to1 | Swi5-to-Sic1 -> 1to-1,9758,0,9758
10485,Sic1-to-SBF -> 0to1 | Cdc2014-to-Sic1 -> 1to0,9811,0,9811
10486,Sic1-to-SBF -> 0to1 | Cdc2014-to-Sic1 -> 1to-1,9783,0,9783
10487,"Sic1-to-SBF -> 0to1 | Clb5,6-to-Sic1 -> -1to0",4095,0,4095
10488,"Sic1-to-SBF -> 0to1 | Clb5,6-to-Sic1 -> -1to1",4095,0,4095
10489,"Sic1-to-SBF -> 0to1 | Clb1,2-to-Sic1 -> -1to0",4095,0,4095
10490,"Sic1-to-SBF -> 0to1 | Clb1,2-to-Sic1 -> -1to1",4095,0,4095
10491,"Sic1-to-SBF -> 0to1 | Mcm1,SFF-to-Sic1 -> 0to1",4095,0,4095
10492,"Sic1-to-SBF -> 0to1 | Mcm1,SFF-to-Sic1 -> 0to-1",9983,0,9983
10493,"Sic1-to-SBF -> 0to1 | Cln3-to-Clb1,2 -> 0to1",4095,0,4095
10494,"Sic1-to-SBF -> 0to1 | Cln3-to-Clb1,2 -> 0to-1",4095,0,4095
10495,"Sic1-to-SBF -> 0to1 | MBF-to-Clb1,2 -> 0to1",4095,0,4095
10496,"Sic1-to-SBF -> 0to1 | MBF-to-Clb1,2 -> 0to-1",4095,0,4095
10497,"Sic1-to-SBF -> 0to1 | SBF-to-Clb1,2 -> 0to1",203721,0,203721
10498,"Sic1-to-SBF -> 0to1 | SBF-to-Clb1,2 -> 0to-1",4095,0,4095
10499,"Sic1-to-SBF -> 0to1 | Cln1,2-to-Clb1,2 -> 0to1",204211,0,204211
10500,"Sic1-to-SBF -> 0to1 | Cln1,2-to-Clb1,2 -> 0to-1",4095,0,4095
10501,"Sic1-to-SBF -> 0to1 | Cdh1-to-Clb1,2 -> -1to0",4095,0,4095
10502,"Sic1-to-SBF -> 0to1 | Cdh1-to-Clb1,2 -> -1to1",4096,0,4096
10503,"Sic1-to-SBF -> 0to1 | Swi5-to-Clb1,2 -> 0to1",8535,0,8535
10504,"Sic1-to-SBF -> 0to1 | Swi5-to-Clb1,2 -> 0to-1",4095,0,4095
10505,"Sic1-to-SBF -> 0to1 | Cdc2014-to-Clb1,2 -> -1to0",9075,0,9075
10506,"Sic1-to-SBF -> 0to1 | Cdc2014-to-Clb1,2 -> -1to1",21632,0,21632
10507,"Sic1-to-SBF -> 0to1 | Clb5,6-to-Clb1,2 -> 1to0",4095,0,4095
10508,"Sic1-to-SBF -> 0to1 | Clb5,6-to-Clb1,2 -> 1to-1",94059,0,94059
10509,"Sic1-to-SBF -> 0to1 | Sic1-to-Clb1,2 -> -1to0",8826,0,8826
10510,"Sic1-to-SBF -> 0to1 | Sic1-to-Clb1,2 -> -1to1",24955,0,24955
10511,"Sic1-to-SBF -> 0to1 | Mcm1,SFF-to-Clb1,2 -> 1to0",4095,0,4095
10512,"Sic1-to-SBF -> 0to1 | Mcm1,SFF-to-Clb1,2 -> 1to-1",4095,0,4095
10513,"Sic1-to-SBF -> 0to1 | Cln3-to-Mcm1,SFF -> 0to1",4095,0,4095
10514,"Sic1-to-SBF -> 0to1 | Cln3-to-Mcm1,SFF -> 0to-1",4095,0,4095
10515,"Sic1-to-SBF -> 0to1 | MBF-to-Mcm1,SFF -> 0to1",6259,0,6259
10516,"Sic1-to-SBF -> 0to1 | MBF-to-Mcm1,SFF -> 0to-1",4095,0,4095
10517,"Sic1-to-SBF -> 0to1 | SBF-to-Mcm1,SFF -> 0to1",12629,0,12629
10518,"Sic1-to-SBF -> 0to1 | SBF-to-Mcm1,SFF -> 0to-1",4095,0,4095
10519,"Sic1-to-SBF -> 0to1 | Cln1,2-to-Mcm1,SFF -> 0to1",12687,0,12687
10520,"Sic1-to-SBF -> 0to1 | Cln1,2-to-Mcm1,SFF -> 0to-1",4095,0,4095
10521,"Sic1-to-SBF -> 0to1 | Cdh1-to-Mcm1,SFF -> 0to1",5878,0,5878
10522,"Sic1-to-SBF -> 0to1 | Cdh1-to-Mcm1,SFF -> 0to-1",4095,0,4095
10523,"Sic1-to-SBF -> 0to1 | Swi5-to-Mcm1,SFF -> 0to1",11017,0,11017
10524,"Sic1-to-SBF -> 0to1 | Swi5-to-Mcm1,SFF -> 0to-1",4095,0,4095
10525,"Sic1-to-SBF -> 0to1 | Cdc2014-to-Mcm1,SFF -> 0to1",35944,0,35944
10526,"Sic1-to-SBF -> 0to1 | Cdc2014-to-Mcm1,SFF -> 0to-1",4095,0,4095
10527,"Sic1-to-SBF -> 0to1 | Clb5,6-to-Mcm1,SFF -> 1to0",4095,0,4095
10528,"Sic1-to-SBF -> 0to1 | Clb5,6-to-Mcm1,SFF -> 1to-1",9773,0,9773
10529,"Sic1-to-SBF -> 0to1 | Sic1-to-Mcm1,SFF -> 0to1",11074,0,11074
10530,"Sic1-to-SBF -> 0to1 | Sic1-to-Mcm1,SFF -> 0to-1",4095,0,4095
10531,"Sic1-to-SBF -> 0to1 | Clb1,2-to-Mcm1,SFF -> 1to0",4095,0,4095
10532,"Sic1-to-SBF -> 0to1 | Clb1,2-to-Mcm1,SFF -> 1to-1",5746,0,5746
10533,"Sic1-to-SBF -> 0to-1 | Clb1,2-to-SBF -> -1to0",5104,0,5104
10534,"Sic1-to-SBF -> 0to-1 | Clb1,2-to-SBF -> -1to1",6916,0,6916
10535,"Sic1-to-SBF -> 0to-1 | Mcm1,SFF-to-SBF -> 0to1",5365,0,5365
10536,"Sic1-to-SBF -> 0to-1 | Mcm1,SFF-to-SBF -> 0to-1",648,2511,3159
10537,"Sic1-to-SBF -> 0to-1 | Cln3-to-Cln1,2 -> 0to1",716,1911,2627
10538,"Sic1-to-SBF -> 0to-1 | Cln3-to-Cln1,2 -> 0to-1",7977,0,7977
10539,"Sic1-to-SBF -> 0to-1 | MBF-to-Cln1,2 -> 0to1",160,2108,2268
10540,"Sic1-to-SBF -> 0to-1 | MBF-to-Cln1,2 -> 0to-1",4643,0,4643
10541,"Sic1-to-SBF -> 0to-1 | SBF-to-Cln1,2 -> 1to0",612,3310,3922
10542,"Sic1-to-SBF -> 0to-1 | SBF-to-Cln1,2 -> 1to-1",3063,0,3063
10543,"Sic1-to-SBF -> 0to-1 | Cdh1-to-Cln1,2 -> 0to1",4076,0,4076
10544,"Sic1-to-SBF -> 0to-1 | Cdh1-to-Cln1,2 -> 0to-1",6927,0,6927
10545,"Sic1-to-SBF -> 0to-1 | Swi5-to-Cln1,2 -> 0to1",6575,0,6575
10546,"Sic1-to-SBF -> 0to-1 | Swi5-to-Cln1,2 -> 0to-1",892,0,892
10547,"Sic1-to-SBF -> 0to-1 | Cdc2014-to-Cln1,2 -> 0to1",8646,0,8646
10548,"Sic1-to-SBF -> 0to-1 | Cdc2014-to-Cln1,2 -> 0to-1",642,2511,3153
10549,"Sic1-to-SBF -> 0to-1 | Clb5,6-to-Cln1,2 -> 0to1",705,2511,3216
10550,"Sic1-to-SBF -> 0to-1 | Clb5,6-to-Cln1,2 -> 0to-1",2254,0,2254
10551,"Sic1-to-SBF -> 0to-1 | Sic1-to-Cln1,2 -> 0to1",4111,0,4111
10552,"Sic1-to-SBF -> 0to-1 | Sic1-to-Cln1,2 -> 0to-1",5274,0,5274
10553,"Sic1-to-SBF -> 0to-1 | Clb1,2-to-Cln1,2 -> 0to1",7444,0,7444
10554,"Sic1-to-SBF -> 0to-1 | Clb1,2-to-Cln1,2 -> 0to-1",927,0,927
10555,"Sic1-to-SBF -> 0to-1 | Mcm1,SFF-to-Cln1,2 -> 0to1",8254,0,8254
10556,"Sic1-to-SBF -> 0to-1 | Mcm1,SFF-to-Cln1,2 -> 0to-1",579,2511,3090
10557,Sic1-to-SBF -> 0to-1 | Cln3-to-Cdh1 -> 0to1,704,3011,3715
10558,Sic1-to-SBF -> 0to-1 | Cln3-to-Cdh1 -> 0to-1,729,2511,3240
10559,Sic1-to-SBF -> 0to-1 | MBF-to-Cdh1 -> 0to1,680,4510,5190
10560,Sic1-to-SBF -> 0to-1 | MBF-to-Cdh1 -> 0to-1,974,0,974
10561,Sic1-to-SBF -> 0to-1 | SBF-to-Cdh1 -> 0to1,759,0,759
10562,Sic1-to-SBF -> 0to-1 | SBF-to-Cdh1 -> 0to-1,731,2511,3242
10563,"Sic1-to-SBF -> 0to-1 | Cln1,2-to-Cdh1 -> -1to0",567,4111,4678
10564,"Sic1-to-SBF -> 0to-1 | Cln1,2-to-Cdh1 -> -1to1",625,5710,6335
10565,Sic1-to-SBF -> 0to-1 | Swi5-to-Cdh1 -> 0to1,583,2511,3094
10566,Sic1-to-SBF -> 0to-1 | Swi5-to-Cdh1 -> 0to-1,2520,0,2520
10567,Sic1-to-SBF -> 0to-1 | Cdc2014-to-Cdh1 -> 1to0,2477,0,2477
10568,Sic1-to-SBF -> 0to-1 | Cdc2014-to-Cdh1 -> 1to-1,2511,0,2511
10569,"Sic1-to-SBF -> 0to-1 | Clb5,6-to-Cdh1 -> -1to0",803,0,803
10570,"Sic1-to-SBF -> 0to-1 | Clb5,6-to-Cdh1 -> -1to1",871,0,871
10571,Sic1-to-SBF -> 0to-1 | Sic1-to-Cdh1 -> 0to1,525,3009,3534
10572,Sic1-to-SBF -> 0to-1 | Sic1-to-Cdh1 -> 0to-1,2527,0,2527
10573,"Sic1-to-SBF -> 0to-1 | Clb1,2-to-Cdh1 -> -1to0",712,2511,3223
10574,"Sic1-to-SBF -> 0to-1 | Clb1,2-to-Cdh1 -> -1to1",718,2511,3229
10575,"Sic1-to-SBF -> 0to-1 | Mcm1,SFF-to-Cdh1 -> 0to1",745,2511,3256
10576,"Sic1-to-SBF -> 0to-1 | Mcm1,SFF-to-Cdh1 -> 0to-1",731,2511,3242
10577,Sic1-to-SBF -> 0to-1 | Cln3-to-Swi5 -> 0to1,712,3111,3823
10578,Sic1-to-SBF -> 0to-1 | Cln3-to-Swi5 -> 0to-1,2793,0,2793
10579,Sic1-to-SBF -> 0to-1 | MBF-to-Swi5 -> 0to1,1380,0,1380
10580,Sic1-to-SBF -> 0to-1 | MBF-to-Swi5 -> 0to-1,2284,0,2284
10581,Sic1-to-SBF -> 0to-1 | SBF-to-Swi5 -> 0to1,872,0,872
10582,Sic1-to-SBF -> 0to-1 | SBF-to-Swi5 -> 0to-1,2664,0,2664
10583,"Sic1-to-SBF -> 0to-1 | Cln1,2-to-Swi5 -> 0to1",808,0,808
10584,"Sic1-to-SBF -> 0to-1 | Cln1,2-to-Swi5 -> 0to-1",2587,0,2587
10585,Sic1-to-SBF -> 0to-1 | Cdh1-to-Swi5 -> 0to1,2566,0,2566
10586,Sic1-to-SBF -> 0to-1 | Cdh1-to-Swi5 -> 0to-1,888,0,888
10587,Sic1-to-SBF -> 0to-1 | Cdc2014-to-Swi5 -> 1to0,4659,0,4659
10588,Sic1-to-SBF -> 0to-1 | Cdc2014-to-Swi5 -> 1to-1,5914,0,5914
10589,"Sic1-to-SBF -> 0to-1 | Clb5,6-to-Swi5 -> 0to1",706,2511,3217
10590,"Sic1-to-SBF -> 0to-1 | Clb5,6-to-Swi5 -> 0to-1",2877,0,2877
10591,Sic1-to-SBF -> 0to-1 | Sic1-to-Swi5 -> 0to1,2890,0,2890
10592,Sic1-to-SBF -> 0to-1 | Sic1-to-Swi5 -> 0to-1,680,2511,3191
10593,"Sic1-to-SBF -> 0to-1 | Clb1,2-to-Swi5 -> -1to0",712,2511,3223
10594,"Sic1-to-SBF -> 0to-1 | Clb1,2-to-Swi5 -> -1to1",708,2511,3219
10595,"Sic1-to-SBF -> 0to-1 | Mcm1,SFF-to-Swi5 -> 1to0",5331,0,5331
10596,"Sic1-to-SBF -> 0to-1 | Mcm1,SFF-to-Swi5 -> 1to-1",6653,0,6653
10597,Sic1-to-SBF -> 0to-1 | Cln3-to-Cdc2014 -> 0to1,859,0,859
10598,Sic1-to-SBF -> 0to-1 | Cln3-to-Cdc2014 -> 0to-1,520,2511,3031
10599,Sic1-to-SBF -> 0to-1 | MBF-to-Cdc2014 -> 0to1,1846,0,1846
10600,Sic1-to-SBF -> 0to-1 | MBF-to-Cdc2014 -> 0to-1,609,2511,3120
10601,Sic1-to-SBF -> 0to-1 | SBF-to-Cdc2014 -> 0to1,776,0,776
10602,Sic1-to-SBF -> 0to-1 | SBF-to-Cdc2014 -> 0to-1,578,2511,3089
10603,"Sic1-to-SBF -> 0to-1 | Cln1,2-to-Cdc2014 -> 0to1",578,5707,6285
