,Graph Mod Id,Graph Score,G1 Graph Score,Sum Graph Score
21111,"First: MBF-to-Clb5,6 -> 1to-1, Second: MBF-to-Sic1 -> 0to1",2933,0,2933
21112,"First: MBF-to-Clb5,6 -> 1to-1, Second: MBF-to-Sic1 -> 0to-1",3339,0,3339
21113,"First: MBF-to-Clb5,6 -> 1to-1, Second: SBF-to-Sic1 -> 0to1",2799,0,2799
21114,"First: MBF-to-Clb5,6 -> 1to-1, Second: SBF-to-Sic1 -> 0to-1",3184,0,3184
21115,"First: MBF-to-Clb5,6 -> 1to-1, Second: Cln1,2-to-Sic1 -> -1to0",2808,0,2808
21116,"First: MBF-to-Clb5,6 -> 1to-1, Second: Cln1,2-to-Sic1 -> -1to1",4130,0,4130
21117,"First: MBF-to-Clb5,6 -> 1to-1, Second: Cdh1-to-Sic1 -> 0to1",3428,0,3428
21118,"First: MBF-to-Clb5,6 -> 1to-1, Second: Cdh1-to-Sic1 -> 0to-1",4616,0,4616
21119,"First: MBF-to-Clb5,6 -> 1to-1, Second: Swi5-to-Sic1 -> 1to0",7292,0,7292
21120,"First: MBF-to-Clb5,6 -> 1to-1, Second: Swi5-to-Sic1 -> 1to-1",7972,0,7972
21121,"First: MBF-to-Clb5,6 -> 1to-1, Second: Cdc2014-to-Sic1 -> 1to0",7210,0,7210
21122,"First: MBF-to-Clb5,6 -> 1to-1, Second: Cdc2014-to-Sic1 -> 1to-1",7180,0,7180
21123,"First: MBF-to-Clb5,6 -> 1to-1, Second: Clb5,6-to-Sic1 -> -1to0",3584,0,3584
21124,"First: MBF-to-Clb5,6 -> 1to-1, Second: Clb5,6-to-Sic1 -> -1to1",4983,0,4983
21125,"First: MBF-to-Clb5,6 -> 1to-1, Second: Clb1,2-to-Sic1 -> -1to0",3298,0,3298
21126,"First: MBF-to-Clb5,6 -> 1to-1, Second: Clb1,2-to-Sic1 -> -1to1",4560,0,4560
21127,"First: MBF-to-Clb5,6 -> 1to-1, Second: Mcm1,SFF-to-Sic1 -> 0to1",3298,0,3298
21128,"First: MBF-to-Clb5,6 -> 1to-1, Second: Mcm1,SFF-to-Sic1 -> 0to-1",7426,0,7426
21129,"First: MBF-to-Clb5,6 -> 1to-1, Second: Cln3-to-Clb1,2 -> 0to1",2298,0,2298
21130,"First: MBF-to-Clb5,6 -> 1to-1, Second: Cln3-to-Clb1,2 -> 0to-1",3962,0,3962
21131,"First: MBF-to-Clb5,6 -> 1to-1, Second: MBF-to-Clb1,2 -> 0to1",694,5711,6405
21132,"First: MBF-to-Clb5,6 -> 1to-1, Second: MBF-to-Clb1,2 -> 0to-1",4260,0,4260
21133,"First: MBF-to-Clb5,6 -> 1to-1, Second: SBF-to-Clb1,2 -> 0to1",199,5707,5906
21134,"First: MBF-to-Clb5,6 -> 1to-1, Second: SBF-to-Clb1,2 -> 0to-1",4439,0,4439
21135,"First: MBF-to-Clb5,6 -> 1to-1, Second: Cln1,2-to-Clb1,2 -> 0to1",157,5707,5864
21136,"First: MBF-to-Clb5,6 -> 1to-1, Second: Cln1,2-to-Clb1,2 -> 0to-1",4035,0,4035
21137,"First: MBF-to-Clb5,6 -> 1to-1, Second: Cdh1-to-Clb1,2 -> -1to0",2668,0,2668
21138,"First: MBF-to-Clb5,6 -> 1to-1, Second: Cdh1-to-Clb1,2 -> -1to1",2258,0,2258
21139,"First: MBF-to-Clb5,6 -> 1to-1, Second: Swi5-to-Clb1,2 -> 0to1",7070,0,7070
21140,"First: MBF-to-Clb5,6 -> 1to-1, Second: Swi5-to-Clb1,2 -> 0to-1",3940,0,3940
21141,"First: MBF-to-Clb5,6 -> 1to-1, Second: Cdc2014-to-Clb1,2 -> -1to0",8098,0,8098
21142,"First: MBF-to-Clb5,6 -> 1to-1, Second: Cdc2014-to-Clb1,2 -> -1to1",7256,0,7256
21143,"First: MBF-to-Clb5,6 -> 1to-1, Second: Clb5,6-to-Clb1,2 -> 1to0",3898,0,3898
21144,"First: MBF-to-Clb5,6 -> 1to-1, Second: Clb5,6-to-Clb1,2 -> 1to-1",4290,0,4290
21145,"First: MBF-to-Clb5,6 -> 1to-1, Second: Sic1-to-Clb1,2 -> -1to0",7368,0,7368
21146,"First: MBF-to-Clb5,6 -> 1to-1, Second: Sic1-to-Clb1,2 -> -1to1",1162,0,1162
21147,"First: MBF-to-Clb5,6 -> 1to-1, Second: Mcm1,SFF-to-Clb1,2 -> 1to0",4472,0,4472
21148,"First: MBF-to-Clb5,6 -> 1to-1, Second: Mcm1,SFF-to-Clb1,2 -> 1to-1",4808,0,4808
21149,"First: MBF-to-Clb5,6 -> 1to-1, Second: Cln3-to-Mcm1,SFF -> 0to1",3138,0,3138
21150,"First: MBF-to-Clb5,6 -> 1to-1, Second: Cln3-to-Mcm1,SFF -> 0to-1",3598,0,3598
21151,"First: MBF-to-Clb5,6 -> 1to-1, Second: MBF-to-Mcm1,SFF -> 0to1",4214,0,4214
21152,"First: MBF-to-Clb5,6 -> 1to-1, Second: MBF-to-Mcm1,SFF -> 0to-1",3767,0,3767
21153,"First: MBF-to-Clb5,6 -> 1to-1, Second: SBF-to-Mcm1,SFF -> 0to1",4148,0,4148
21154,"First: MBF-to-Clb5,6 -> 1to-1, Second: SBF-to-Mcm1,SFF -> 0to-1",3809,0,3809
21155,"First: MBF-to-Clb5,6 -> 1to-1, Second: Cln1,2-to-Mcm1,SFF -> 0to1",3780,0,3780
21156,"First: MBF-to-Clb5,6 -> 1to-1, Second: Cln1,2-to-Mcm1,SFF -> 0to-1",3810,0,3810
21157,"First: MBF-to-Clb5,6 -> 1to-1, Second: Cdh1-to-Mcm1,SFF -> 0to1",7512,0,7512
21158,"First: MBF-to-Clb5,6 -> 1to-1, Second: Cdh1-to-Mcm1,SFF -> 0to-1",3612,0,3612
21159,"First: MBF-to-Clb5,6 -> 1to-1, Second: Swi5-to-Mcm1,SFF -> 0to1",8410,0,8410
21160,"First: MBF-to-Clb5,6 -> 1to-1, Second: Swi5-to-Mcm1,SFF -> 0to-1",3640,0,3640
21161,"First: MBF-to-Clb5,6 -> 1to-1, Second: Cdc2014-to-Mcm1,SFF -> 0to1",8024,0,8024
21162,"First: MBF-to-Clb5,6 -> 1to-1, Second: Cdc2014-to-Mcm1,SFF -> 0to-1",3686,0,3686
21163,"First: MBF-to-Clb5,6 -> 1to-1, Second: Clb5,6-to-Mcm1,SFF -> 1to0",3812,0,3812
21164,"First: MBF-to-Clb5,6 -> 1to-1, Second: Clb5,6-to-Mcm1,SFF -> 1to-1",7428,0,7428
21165,"First: MBF-to-Clb5,6 -> 1to-1, Second: Sic1-to-Mcm1,SFF -> 0to1",8426,0,8426
21166,"First: MBF-to-Clb5,6 -> 1to-1, Second: Sic1-to-Mcm1,SFF -> 0to-1",3660,0,3660
21167,"First: MBF-to-Clb5,6 -> 1to-1, Second: Clb1,2-to-Mcm1,SFF -> 1to0",3538,0,3538
21168,"First: MBF-to-Clb5,6 -> 1to-1, Second: Clb1,2-to-Mcm1,SFF -> 1to-1",4402,0,4402
21169,"First: SBF-to-Clb5,6 -> 0to1, Second: Cln1,2-to-Clb5,6 -> 0to1",341,2407,2748
21170,"First: SBF-to-Clb5,6 -> 0to1, Second: Cln1,2-to-Clb5,6 -> 0to-1",699,3111,3810
21171,"First: SBF-to-Clb5,6 -> 0to1, Second: Cdh1-to-Clb5,6 -> 0to1",373,2705,3078
21172,"First: SBF-to-Clb5,6 -> 0to1, Second: Cdh1-to-Clb5,6 -> 0to-1",236,2007,2243
21173,"First: SBF-to-Clb5,6 -> 0to1, Second: Swi5-to-Clb5,6 -> 0to1",488,2607,3095
21174,"First: SBF-to-Clb5,6 -> 0to1, Second: Swi5-to-Clb5,6 -> 0to-1",166,2607,2773
21175,"First: SBF-to-Clb5,6 -> 0to1, Second: Cdc2014-to-Clb5,6 -> -1to0",371,2607,2978
21176,"First: SBF-to-Clb5,6 -> 0to1, Second: Cdc2014-to-Clb5,6 -> -1to1",11289,0,11289
21177,"First: SBF-to-Clb5,6 -> 0to1, Second: Sic1-to-Clb5,6 -> -1to0",402,3004,3406
21178,"First: SBF-to-Clb5,6 -> 0to1, Second: Sic1-to-Clb5,6 -> -1to1",7093,0,7093
21179,"First: SBF-to-Clb5,6 -> 0to1, Second: Clb1,2-to-Clb5,6 -> 0to1",849,0,849
21180,"First: SBF-to-Clb5,6 -> 0to1, Second: Clb1,2-to-Clb5,6 -> 0to-1",335,2607,2942
21181,"First: SBF-to-Clb5,6 -> 0to1, Second: Mcm1,SFF-to-Clb5,6 -> 0to1",1691,0,1691
21182,"First: SBF-to-Clb5,6 -> 0to1, Second: Mcm1,SFF-to-Clb5,6 -> 0to-1",154,2607,2761
21183,"First: SBF-to-Clb5,6 -> 0to1, Second: Cln3-to-Sic1 -> 0to1",486,3207,3693
21184,"First: SBF-to-Clb5,6 -> 0to1, Second: Cln3-to-Sic1 -> 0to-1",243,2607,2850
21185,"First: SBF-to-Clb5,6 -> 0to1, Second: MBF-to-Sic1 -> 0to1",804,0,804
21186,"First: SBF-to-Clb5,6 -> 0to1, Second: MBF-to-Sic1 -> 0to-1",36,2604,2640
21187,"First: SBF-to-Clb5,6 -> 0to1, Second: SBF-to-Sic1 -> 0to1",1177,0,1177
21188,"First: SBF-to-Clb5,6 -> 0to1, Second: SBF-to-Sic1 -> 0to-1",147,2607,2754
21189,"First: SBF-to-Clb5,6 -> 0to1, Second: Cln1,2-to-Sic1 -> -1to0",1047,0,1047
21190,"First: SBF-to-Clb5,6 -> 0to1, Second: Cln1,2-to-Sic1 -> -1to1",2732,0,2732
21191,"First: SBF-to-Clb5,6 -> 0to1, Second: Cdh1-to-Sic1 -> 0to1",636,3206,3842
21192,"First: SBF-to-Clb5,6 -> 0to1, Second: Cdh1-to-Sic1 -> 0to-1",2114,0,2114
21193,"First: SBF-to-Clb5,6 -> 0to1, Second: Swi5-to-Sic1 -> 1to0",9668,0,9668
21194,"First: SBF-to-Clb5,6 -> 0to1, Second: Swi5-to-Sic1 -> 1to-1",10513,0,10513
21195,"First: SBF-to-Clb5,6 -> 0to1, Second: Cdc2014-to-Sic1 -> 1to0",9552,0,9552
21196,"First: SBF-to-Clb5,6 -> 0to1, Second: Cdc2014-to-Sic1 -> 1to-1",9974,0,9974
21197,"First: SBF-to-Clb5,6 -> 0to1, Second: Clb5,6-to-Sic1 -> -1to0",731,2607,3338
21198,"First: SBF-to-Clb5,6 -> 0to1, Second: Clb5,6-to-Sic1 -> -1to1",2596,0,2596
21199,"First: SBF-to-Clb5,6 -> 0to1, Second: Clb1,2-to-Sic1 -> -1to0",374,2607,2981
21200,"First: SBF-to-Clb5,6 -> 0to1, Second: Clb1,2-to-Sic1 -> -1to1",2064,0,2064
21201,"First: SBF-to-Clb5,6 -> 0to1, Second: Mcm1,SFF-to-Sic1 -> 0to1",671,2607,3278
21202,"First: SBF-to-Clb5,6 -> 0to1, Second: Mcm1,SFF-to-Sic1 -> 0to-1",9579,0,9579
21203,"First: SBF-to-Clb5,6 -> 0to1, Second: Cln3-to-Clb1,2 -> 0to1",215,3007,3222
21204,"First: SBF-to-Clb5,6 -> 0to1, Second: Cln3-to-Clb1,2 -> 0to-1",415,2607,3022
21205,"First: SBF-to-Clb5,6 -> 0to1, Second: MBF-to-Clb1,2 -> 0to1",85,4007,4092
21206,"First: SBF-to-Clb5,6 -> 0to1, Second: MBF-to-Clb1,2 -> 0to-1",2763,0,2763
21207,"First: SBF-to-Clb5,6 -> 0to1, Second: SBF-to-Clb1,2 -> 0to1",147,4107,4254
21208,"First: SBF-to-Clb5,6 -> 0to1, Second: SBF-to-Clb1,2 -> 0to-1",3153,0,3153
21209,"First: SBF-to-Clb5,6 -> 0to1, Second: Cln1,2-to-Clb1,2 -> 0to1",123,3807,3930
21210,"First: SBF-to-Clb5,6 -> 0to1, Second: Cln1,2-to-Clb1,2 -> 0to-1",2552,0,2552
21211,"First: SBF-to-Clb5,6 -> 0to1, Second: Cdh1-to-Clb1,2 -> -1to0",225,2607,2832
21212,"First: SBF-to-Clb5,6 -> 0to1, Second: Cdh1-to-Clb1,2 -> -1to1",185,3306,3491
21213,"First: SBF-to-Clb5,6 -> 0to1, Second: Swi5-to-Clb1,2 -> 0to1",8131,0,8131
21214,"First: SBF-to-Clb5,6 -> 0to1, Second: Swi5-to-Clb1,2 -> 0to-1",2093,0,2093
21215,"First: SBF-to-Clb5,6 -> 0to1, Second: Cdc2014-to-Clb1,2 -> -1to0",8661,0,8661
21216,"First: SBF-to-Clb5,6 -> 0to1, Second: Cdc2014-to-Clb1,2 -> -1to1",8124,0,8124
21217,"First: SBF-to-Clb5,6 -> 0to1, Second: Clb5,6-to-Clb1,2 -> 1to0",3079,0,3079
21218,"First: SBF-to-Clb5,6 -> 0to1, Second: Clb5,6-to-Clb1,2 -> 1to-1",8367,0,8367
21219,"First: SBF-to-Clb5,6 -> 0to1, Second: Sic1-to-Clb1,2 -> -1to0",8552,0,8552
21220,"First: SBF-to-Clb5,6 -> 0to1, Second: Sic1-to-Clb1,2 -> -1to1",685,3504,4189
21221,"First: SBF-to-Clb5,6 -> 0to1, Second: Mcm1,SFF-to-Clb1,2 -> 1to0",3164,0,3164
21222,"First: SBF-to-Clb5,6 -> 0to1, Second: Mcm1,SFF-to-Clb1,2 -> 1to-1",7029,0,7029
21223,"First: SBF-to-Clb5,6 -> 0to1, Second: Cln3-to-Mcm1,SFF -> 0to1",467,4407,4874
21224,"First: SBF-to-Clb5,6 -> 0to1, Second: Cln3-to-Mcm1,SFF -> 0to-1",219,2607,2826
21225,"First: SBF-to-Clb5,6 -> 0to1, Second: MBF-to-Mcm1,SFF -> 0to1",2284,0,2284
21226,"First: SBF-to-Clb5,6 -> 0to1, Second: MBF-to-Mcm1,SFF -> 0to-1",164,2607,2771
21227,"First: SBF-to-Clb5,6 -> 0to1, Second: SBF-to-Mcm1,SFF -> 0to1",2536,0,2536
21228,"First: SBF-to-Clb5,6 -> 0to1, Second: SBF-to-Mcm1,SFF -> 0to-1",203,2607,2810
21229,"First: SBF-to-Clb5,6 -> 0to1, Second: Cln1,2-to-Mcm1,SFF -> 0to1",1870,0,1870
21230,"First: SBF-to-Clb5,6 -> 0to1, Second: Cln1,2-to-Mcm1,SFF -> 0to-1",216,2607,2823
21231,"First: SBF-to-Clb5,6 -> 0to1, Second: Cdh1-to-Mcm1,SFF -> 0to1",6995,0,6995
21232,"First: SBF-to-Clb5,6 -> 0to1, Second: Cdh1-to-Mcm1,SFF -> 0to-1",236,2607,2843
21233,"First: SBF-to-Clb5,6 -> 0to1, Second: Swi5-to-Mcm1,SFF -> 0to1",7541,0,7541
21234,"First: SBF-to-Clb5,6 -> 0to1, Second: Swi5-to-Mcm1,SFF -> 0to-1",191,2607,2798
21235,"First: SBF-to-Clb5,6 -> 0to1, Second: Cdc2014-to-Mcm1,SFF -> 0to1",6990,0,6990
21236,"First: SBF-to-Clb5,6 -> 0to1, Second: Cdc2014-to-Mcm1,SFF -> 0to-1",219,2607,2826
21237,"First: SBF-to-Clb5,6 -> 0to1, Second: Clb5,6-to-Mcm1,SFF -> 1to0",175,2607,2782
21238,"First: SBF-to-Clb5,6 -> 0to1, Second: Clb5,6-to-Mcm1,SFF -> 1to-1",6153,0,6153
21239,"First: SBF-to-Clb5,6 -> 0to1, Second: Sic1-to-Mcm1,SFF -> 0to1",7513,0,7513
21240,"First: SBF-to-Clb5,6 -> 0to1, Second: Sic1-to-Mcm1,SFF -> 0to-1",219,2607,2826
21241,"First: SBF-to-Clb5,6 -> 0to1, Second: Clb1,2-to-Mcm1,SFF -> 1to0",387,2607,2994
21242,"First: SBF-to-Clb5,6 -> 0to1, Second: Clb1,2-to-Mcm1,SFF -> 1to-1",2241,0,2241
21243,"First: SBF-to-Clb5,6 -> 0to-1, Second: Cln1,2-to-Clb5,6 -> 0to1",711,1311,2022
21244,"First: SBF-to-Clb5,6 -> 0to-1, Second: Cln1,2-to-Clb5,6 -> 0to-1",3213,0,3213
21245,"First: SBF-to-Clb5,6 -> 0to-1, Second: Cdh1-to-Clb5,6 -> 0to1",2715,0,2715
21246,"First: SBF-to-Clb5,6 -> 0to-1, Second: Cdh1-to-Clb5,6 -> 0to-1",3241,0,3241
21247,"First: SBF-to-Clb5,6 -> 0to-1, Second: Swi5-to-Clb5,6 -> 0to1",5200,0,5200
21248,"First: SBF-to-Clb5,6 -> 0to-1, Second: Swi5-to-Clb5,6 -> 0to-1",3225,0,3225
21249,"First: SBF-to-Clb5,6 -> 0to-1, Second: Cdc2014-to-Clb5,6 -> -1to0",6729,0,6729
21250,"First: SBF-to-Clb5,6 -> 0to-1, Second: Cdc2014-to-Clb5,6 -> -1to1",11114,0,11114
21251,"First: SBF-to-Clb5,6 -> 0to-1, Second: Sic1-to-Clb5,6 -> -1to0",3001,0,3001
21252,"First: SBF-to-Clb5,6 -> 0to-1, Second: Sic1-to-Clb5,6 -> -1to1",8792,0,8792
21253,"First: SBF-to-Clb5,6 -> 0to-1, Second: Clb1,2-to-Clb5,6 -> 0to1",6863,0,6863
21254,"First: SBF-to-Clb5,6 -> 0to-1, Second: Clb1,2-to-Clb5,6 -> 0to-1",3173,0,3173
21255,"First: SBF-to-Clb5,6 -> 0to-1, Second: Mcm1,SFF-to-Clb5,6 -> 0to1",6868,0,6868
21256,"First: SBF-to-Clb5,6 -> 0to-1, Second: Mcm1,SFF-to-Clb5,6 -> 0to-1",3193,0,3193
21257,"First: SBF-to-Clb5,6 -> 0to-1, Second: Cln3-to-Sic1 -> 0to1",3334,0,3334
21258,"First: SBF-to-Clb5,6 -> 0to-1, Second: Cln3-to-Sic1 -> 0to-1",3046,0,3046
21259,"First: SBF-to-Clb5,6 -> 0to-1, Second: MBF-to-Sic1 -> 0to1",2828,0,2828
21260,"First: SBF-to-Clb5,6 -> 0to-1, Second: MBF-to-Sic1 -> 0to-1",2955,0,2955
21261,"First: SBF-to-Clb5,6 -> 0to-1, Second: SBF-to-Sic1 -> 0to1",2686,0,2686
21262,"First: SBF-to-Clb5,6 -> 0to-1, Second: SBF-to-Sic1 -> 0to-1",3037,0,3037
21263,"First: SBF-to-Clb5,6 -> 0to-1, Second: Cln1,2-to-Sic1 -> -1to0",2686,0,2686
21264,"First: SBF-to-Clb5,6 -> 0to-1, Second: Cln1,2-to-Sic1 -> -1to1",3896,0,3896
21265,"First: SBF-to-Clb5,6 -> 0to-1, Second: Cdh1-to-Sic1 -> 0to1",3310,0,3310
21266,"First: SBF-to-Clb5,6 -> 0to-1, Second: Cdh1-to-Sic1 -> 0to-1",4403,0,4403
21267,"First: SBF-to-Clb5,6 -> 0to-1, Second: Swi5-to-Sic1 -> 1to0",7840,0,7840
21268,"First: SBF-to-Clb5,6 -> 0to-1, Second: Swi5-to-Sic1 -> 1to-1",8842,0,8842
21269,"First: SBF-to-Clb5,6 -> 0to-1, Second: Cdc2014-to-Sic1 -> 1to0",7718,0,7718
21270,"First: SBF-to-Clb5,6 -> 0to-1, Second: Cdc2014-to-Sic1 -> 1to-1",8111,0,8111
21271,"First: SBF-to-Clb5,6 -> 0to-1, Second: Clb5,6-to-Sic1 -> -1to0",3434,0,3434
21272,"First: SBF-to-Clb5,6 -> 0to-1, Second: Clb5,6-to-Sic1 -> -1to1",4711,0,4711
21273,"First: SBF-to-Clb5,6 -> 0to-1, Second: Clb1,2-to-Sic1 -> -1to0",3164,0,3164
21274,"First: SBF-to-Clb5,6 -> 0to-1, Second: Clb1,2-to-Sic1 -> -1to1",4334,0,4334
21275,"First: SBF-to-Clb5,6 -> 0to-1, Second: Mcm1,SFF-to-Sic1 -> 0to1",3180,0,3180
21276,"First: SBF-to-Clb5,6 -> 0to-1, Second: Mcm1,SFF-to-Sic1 -> 0to-1",7932,0,7932
21277,"First: SBF-to-Clb5,6 -> 0to-1, Second: Cln3-to-Clb1,2 -> 0to1",2228,0,2228
21278,"First: SBF-to-Clb5,6 -> 0to-1, Second: Cln3-to-Clb1,2 -> 0to-1",3743,0,3743
21279,"First: SBF-to-Clb5,6 -> 0to-1, Second: MBF-to-Clb1,2 -> 0to1",689,5511,6200
21280,"First: SBF-to-Clb5,6 -> 0to-1, Second: MBF-to-Clb1,2 -> 0to-1",4027,0,4027
21281,"First: SBF-to-Clb5,6 -> 0to-1, Second: SBF-to-Clb1,2 -> 0to1",147,5107,5254
21282,"First: SBF-to-Clb5,6 -> 0to-1, Second: SBF-to-Clb1,2 -> 0to-1",4274,0,4274
21283,"First: SBF-to-Clb5,6 -> 0to-1, Second: Cln1,2-to-Clb1,2 -> 0to1",123,5307,5430
21284,"First: SBF-to-Clb5,6 -> 0to-1, Second: Cln1,2-to-Clb1,2 -> 0to-1",3850,0,3850
21285,"First: SBF-to-Clb5,6 -> 0to-1, Second: Cdh1-to-Clb1,2 -> -1to0",2575,0,2575
21286,"First: SBF-to-Clb5,6 -> 0to-1, Second: Cdh1-to-Clb1,2 -> -1to1",2195,0,2195
21287,"First: SBF-to-Clb5,6 -> 0to-1, Second: Swi5-to-Clb1,2 -> 0to1",7352,0,7352
21288,"First: SBF-to-Clb5,6 -> 0to-1, Second: Swi5-to-Clb1,2 -> 0to-1",3803,0,3803
21289,"First: SBF-to-Clb5,6 -> 0to-1, Second: Cdc2014-to-Clb1,2 -> -1to0",8331,0,8331
21290,"First: SBF-to-Clb5,6 -> 0to-1, Second: Cdc2014-to-Clb1,2 -> -1to1",7691,0,7691
21291,"First: SBF-to-Clb5,6 -> 0to-1, Second: Clb5,6-to-Clb1,2 -> 1to0",3829,0,3829
21292,"First: SBF-to-Clb5,6 -> 0to-1, Second: Clb5,6-to-Clb1,2 -> 1to-1",4385,0,4385
21293,"First: SBF-to-Clb5,6 -> 0to-1, Second: Sic1-to-Clb1,2 -> -1to0",7674,0,7674
21294,"First: SBF-to-Clb5,6 -> 0to-1, Second: Sic1-to-Clb1,2 -> -1to1",1173,0,1173
21295,"First: SBF-to-Clb5,6 -> 0to-1, Second: Mcm1,SFF-to-Clb1,2 -> 1to0",4319,0,4319
21296,"First: SBF-to-Clb5,6 -> 0to-1, Second: Mcm1,SFF-to-Clb1,2 -> 1to-1",4759,0,4759
21297,"First: SBF-to-Clb5,6 -> 0to-1, Second: Cln3-to-Mcm1,SFF -> 0to1",3021,0,3021
21298,"First: SBF-to-Clb5,6 -> 0to-1, Second: Cln3-to-Mcm1,SFF -> 0to-1",3416,0,3416
21299,"First: SBF-to-Clb5,6 -> 0to-1, Second: MBF-to-Mcm1,SFF -> 0to1",4031,0,4031
21300,"First: SBF-to-Clb5,6 -> 0to-1, Second: MBF-to-Mcm1,SFF -> 0to-1",3476,0,3476
21301,"First: SBF-to-Clb5,6 -> 0to-1, Second: SBF-to-Mcm1,SFF -> 0to1",4020,0,4020
21302,"First: SBF-to-Clb5,6 -> 0to-1, Second: SBF-to-Mcm1,SFF -> 0to-1",3661,0,3661
21303,"First: SBF-to-Clb5,6 -> 0to-1, Second: Cln1,2-to-Mcm1,SFF -> 0to1",3670,0,3670
21304,"First: SBF-to-Clb5,6 -> 0to-1, Second: Cln1,2-to-Mcm1,SFF -> 0to-1",3608,0,3608
21305,"First: SBF-to-Clb5,6 -> 0to-1, Second: Cdh1-to-Mcm1,SFF -> 0to1",7453,0,7453
21306,"First: SBF-to-Clb5,6 -> 0to-1, Second: Cdh1-to-Mcm1,SFF -> 0to-1",3425,0,3425
21307,"First: SBF-to-Clb5,6 -> 0to-1, Second: Swi5-to-Mcm1,SFF -> 0to1",8341,0,8341
21308,"First: SBF-to-Clb5,6 -> 0to-1, Second: Swi5-to-Mcm1,SFF -> 0to-1",3452,0,3452
21309,"First: SBF-to-Clb5,6 -> 0to-1, Second: Cdc2014-to-Mcm1,SFF -> 0to1",7972,0,7972
21310,"First: SBF-to-Clb5,6 -> 0to-1, Second: Cdc2014-to-Mcm1,SFF -> 0to-1",3507,0,3507
21311,"First: SBF-to-Clb5,6 -> 0to-1, Second: Clb5,6-to-Mcm1,SFF -> 1to0",3597,0,3597
21312,"First: SBF-to-Clb5,6 -> 0to-1, Second: Clb5,6-to-Mcm1,SFF -> 1to-1",7402,0,7402
21313,"First: SBF-to-Clb5,6 -> 0to-1, Second: Sic1-to-Mcm1,SFF -> 0to1",8345,0,8345
21314,"First: SBF-to-Clb5,6 -> 0to-1, Second: Sic1-to-Mcm1,SFF -> 0to-1",3502,0,3502
21315,"First: SBF-to-Clb5,6 -> 0to-1, Second: Clb1,2-to-Mcm1,SFF -> 1to0",3388,0,3388
21316,"First: SBF-to-Clb5,6 -> 0to-1, Second: Clb1,2-to-Mcm1,SFF -> 1to-1",4210,0,4210
21317,"First: Cln1,2-to-Clb5,6 -> 0to1, Second: Cdh1-to-Clb5,6 -> 0to1",444,1705,2149
21318,"First: Cln1,2-to-Clb5,6 -> 0to1, Second: Cdh1-to-Clb5,6 -> 0to-1",158,907,1065
21319,"First: Cln1,2-to-Clb5,6 -> 0to1, Second: Swi5-to-Clb5,6 -> 0to1",338,1207,1545
21320,"First: Cln1,2-to-Clb5,6 -> 0to1, Second: Swi5-to-Clb5,6 -> 0to-1",143,1207,1350
21321,"First: Cln1,2-to-Clb5,6 -> 0to1, Second: Cdc2014-to-Clb5,6 -> -1to0",185,1207,1392
21322,"First: Cln1,2-to-Clb5,6 -> 0to1, Second: Cdc2014-to-Clb5,6 -> -1to1",11551,0,11551
21323,"First: Cln1,2-to-Clb5,6 -> 0to1, Second: Sic1-to-Clb5,6 -> -1to0",242,1804,2046
21324,"First: Cln1,2-to-Clb5,6 -> 0to1, Second: Sic1-to-Clb5,6 -> -1to1",7391,0,7391
21325,"First: Cln1,2-to-Clb5,6 -> 0to1, Second: Clb1,2-to-Clb5,6 -> 0to1",590,1207,1797
21326,"First: Cln1,2-to-Clb5,6 -> 0to1, Second: Clb1,2-to-Clb5,6 -> 0to-1",211,1207,1418
21327,"First: Cln1,2-to-Clb5,6 -> 0to1, Second: Mcm1,SFF-to-Clb5,6 -> 0to1",1577,0,1577
21328,"First: Cln1,2-to-Clb5,6 -> 0to1, Second: Mcm1,SFF-to-Clb5,6 -> 0to-1",119,1207,1326
21329,"First: Cln1,2-to-Clb5,6 -> 0to1, Second: Cln3-to-Sic1 -> 0to1",279,1407,1686
21330,"First: Cln1,2-to-Clb5,6 -> 0to1, Second: Cln3-to-Sic1 -> 0to-1",155,1607,1762
21331,"First: Cln1,2-to-Clb5,6 -> 0to1, Second: MBF-to-Sic1 -> 0to1",433,3207,3640
21332,"First: Cln1,2-to-Clb5,6 -> 0to1, Second: MBF-to-Sic1 -> 0to-1",28,1404,1432
21333,"First: Cln1,2-to-Clb5,6 -> 0to1, Second: SBF-to-Sic1 -> 0to1",872,0,872
21334,"First: Cln1,2-to-Clb5,6 -> 0to1, Second: SBF-to-Sic1 -> 0to-1",107,1207,1314
21335,"First: Cln1,2-to-Clb5,6 -> 0to1, Second: Cln1,2-to-Sic1 -> -1to0",808,0,808
21336,"First: Cln1,2-to-Clb5,6 -> 0to1, Second: Cln1,2-to-Sic1 -> -1to1",2607,0,2607
21337,"First: Cln1,2-to-Clb5,6 -> 0to1, Second: Cdh1-to-Sic1 -> 0to1",345,2206,2551
21338,"First: Cln1,2-to-Clb5,6 -> 0to1, Second: Cdh1-to-Sic1 -> 0to-1",2080,0,2080
21339,"First: Cln1,2-to-Clb5,6 -> 0to1, Second: Swi5-to-Sic1 -> 1to0",9954,0,9954
21340,"First: Cln1,2-to-Clb5,6 -> 0to1, Second: Swi5-to-Sic1 -> 1to-1",10629,0,10629
21341,"First: Cln1,2-to-Clb5,6 -> 0to1, Second: Cdc2014-to-Sic1 -> 1to0",9854,0,9854
