,Graph Mod Id,Graph Score,G1 Graph Score,Sum Graph Score
2834,"First: Clb5,6-to-Cln3 -> 0to-1, Second: SBF-to-Cdh1 -> 0to-1",753,0,753
2835,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cln1,2-to-Cdh1 -> -1to0",708,3911,4619
2836,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cln1,2-to-Cdh1 -> -1to1",613,5710,6323
2837,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Swi5-to-Cdh1 -> 0to1",776,0,776
2838,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Swi5-to-Cdh1 -> 0to-1",2646,0,2646
2839,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cdc2014-to-Cdh1 -> 1to0",2617,0,2617
2840,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cdc2014-to-Cdh1 -> 1to-1",2639,0,2639
2841,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Clb5,6-to-Cdh1 -> -1to0",875,0,875
2842,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Clb5,6-to-Cdh1 -> -1to1",1067,0,1067
2843,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Sic1-to-Cdh1 -> 0to1",751,2409,3160
2844,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Sic1-to-Cdh1 -> 0to-1",2650,0,2650
2845,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Clb1,2-to-Cdh1 -> -1to0",722,2111,2833
2846,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Clb1,2-to-Cdh1 -> -1to1",541,2111,2652
2847,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Mcm1,SFF-to-Cdh1 -> 0to1",789,0,789
2848,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Mcm1,SFF-to-Cdh1 -> 0to-1",755,0,755
2849,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cln3-to-Swi5 -> 0to1",3133,0,3133
2850,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cln3-to-Swi5 -> 0to-1",3403,0,3403
2851,"First: Clb5,6-to-Cln3 -> 0to-1, Second: MBF-to-Swi5 -> 0to1",3981,0,3981
2852,"First: Clb5,6-to-Cln3 -> 0to-1, Second: MBF-to-Swi5 -> 0to-1",2617,0,2617
2853,"First: Clb5,6-to-Cln3 -> 0to-1, Second: SBF-to-Swi5 -> 0to1",3963,0,3963
2854,"First: Clb5,6-to-Cln3 -> 0to-1, Second: SBF-to-Swi5 -> 0to-1",2640,0,2640
2855,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cln1,2-to-Swi5 -> 0to1",3631,0,3631
2856,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cln1,2-to-Swi5 -> 0to-1",2636,0,2636
2857,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cdh1-to-Swi5 -> 0to1",2647,0,2647
2858,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cdh1-to-Swi5 -> 0to-1",1961,0,1961
2859,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cdc2014-to-Swi5 -> 1to0",6848,0,6848
2860,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cdc2014-to-Swi5 -> 1to-1",7822,0,7822
2861,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Clb5,6-to-Swi5 -> 0to1",757,0,757
2862,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Clb5,6-to-Swi5 -> 0to-1",5250,0,5250
2863,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Sic1-to-Swi5 -> 0to1",5292,0,5292
2864,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Sic1-to-Swi5 -> 0to-1",765,0,765
2865,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Clb1,2-to-Swi5 -> -1to0",757,0,757
2866,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Clb1,2-to-Swi5 -> -1to1",757,0,757
2867,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Mcm1,SFF-to-Swi5 -> 1to0",7514,0,7514
2868,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Mcm1,SFF-to-Swi5 -> 1to-1",8660,0,8660
2869,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cln3-to-Cdc2014 -> 0to1",3429,0,3429
2870,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cln3-to-Cdc2014 -> 0to-1",695,2111,2806
2871,"First: Clb5,6-to-Cln3 -> 0to-1, Second: MBF-to-Cdc2014 -> 0to1",4616,0,4616
2872,"First: Clb5,6-to-Cln3 -> 0to-1, Second: MBF-to-Cdc2014 -> 0to-1",756,0,756
2873,"First: Clb5,6-to-Cln3 -> 0to-1, Second: SBF-to-Cdc2014 -> 0to1",4647,0,4647
2874,"First: Clb5,6-to-Cln3 -> 0to-1, Second: SBF-to-Cdc2014 -> 0to-1",673,2111,2784
2875,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cln1,2-to-Cdc2014 -> 0to1",4851,0,4851
2876,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cln1,2-to-Cdc2014 -> 0to-1",781,0,781
2877,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cdh1-to-Cdc2014 -> 0to1",5777,0,5777
2878,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cdh1-to-Cdc2014 -> 0to-1",690,2111,2801
2879,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Swi5-to-Cdc2014 -> 0to1",6930,0,6930
2880,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Swi5-to-Cdc2014 -> 0to-1",770,0,770
2881,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Clb5,6-to-Cdc2014 -> 0to1",817,0,817
2882,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Clb5,6-to-Cdc2014 -> 0to-1",660,2111,2771
2883,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Sic1-to-Cdc2014 -> 0to1",7079,0,7079
2884,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Sic1-to-Cdc2014 -> 0to-1",796,0,796
2885,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Clb1,2-to-Cdc2014 -> 1to0",695,2111,2806
2886,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Clb1,2-to-Cdc2014 -> 1to-1",8057,0,8057
2887,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Mcm1,SFF-to-Cdc2014 -> 1to0",859,0,859
2888,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Mcm1,SFF-to-Cdc2014 -> 1to-1",6585,0,6585
2889,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cln3-to-Clb5,6 -> 0to1",548,2911,3459
2890,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cln3-to-Clb5,6 -> 0to-1",3741,0,3741
2891,"First: Clb5,6-to-Cln3 -> 0to-1, Second: MBF-to-Clb5,6 -> 1to0",4856,0,4856
2892,"First: Clb5,6-to-Cln3 -> 0to-1, Second: MBF-to-Clb5,6 -> 1to-1",4856,0,4856
2893,"First: Clb5,6-to-Cln3 -> 0to-1, Second: SBF-to-Clb5,6 -> 0to1",353,2607,2960
2894,"First: Clb5,6-to-Cln3 -> 0to-1, Second: SBF-to-Clb5,6 -> 0to-1",4596,0,4596
2895,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cln1,2-to-Clb5,6 -> 0to1",267,1207,1474
2896,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cln1,2-to-Clb5,6 -> 0to-1",4399,0,4399
2897,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cdh1-to-Clb5,6 -> 0to1",565,2409,2974
2898,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cdh1-to-Clb5,6 -> 0to-1",818,0,818
2899,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Swi5-to-Clb5,6 -> 0to1",7784,0,7784
2900,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Swi5-to-Clb5,6 -> 0to-1",834,0,834
2901,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cdc2014-to-Clb5,6 -> -1to0",10564,0,10564
2902,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cdc2014-to-Clb5,6 -> -1to1",11173,0,11173
2903,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Sic1-to-Clb5,6 -> -1to0",990,0,990
2904,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Sic1-to-Clb5,6 -> -1to1",7548,0,7548
2905,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Clb1,2-to-Clb5,6 -> 0to1",10145,0,10145
2906,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Clb1,2-to-Clb5,6 -> 0to-1",885,0,885
2907,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Mcm1,SFF-to-Clb5,6 -> 0to1",10389,0,10389
2908,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Mcm1,SFF-to-Clb5,6 -> 0to-1",844,0,844
2909,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cln3-to-Sic1 -> 0to1",2757,0,2757
2910,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cln3-to-Sic1 -> 0to-1",999,0,999
2911,"First: Clb5,6-to-Cln3 -> 0to-1, Second: MBF-to-Sic1 -> 0to1",3583,0,3583
2912,"First: Clb5,6-to-Cln3 -> 0to-1, Second: MBF-to-Sic1 -> 0to-1",770,0,770
2913,"First: Clb5,6-to-Cln3 -> 0to-1, Second: SBF-to-Sic1 -> 0to1",3433,0,3433
2914,"First: Clb5,6-to-Cln3 -> 0to-1, Second: SBF-to-Sic1 -> 0to-1",771,0,771
2915,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cln1,2-to-Sic1 -> -1to0",3470,0,3470
2916,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cln1,2-to-Sic1 -> -1to1",4569,0,4569
2917,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cdh1-to-Sic1 -> 0to1",772,0,772
2918,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cdh1-to-Sic1 -> 0to-1",2585,0,2585
2919,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Swi5-to-Sic1 -> 1to0",9660,0,9660
2920,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Swi5-to-Sic1 -> 1to-1",10324,0,10324
2921,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cdc2014-to-Sic1 -> 1to0",9466,0,9466
2922,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cdc2014-to-Sic1 -> 1to-1",9672,0,9672
2923,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Clb5,6-to-Sic1 -> -1to0",801,0,801
2924,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Clb5,6-to-Sic1 -> -1to1",2633,0,2633
2925,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Clb1,2-to-Sic1 -> -1to0",537,2111,2648
2926,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Clb1,2-to-Sic1 -> -1to1",2370,0,2370
2927,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Mcm1,SFF-to-Sic1 -> 0to1",539,2111,2650
2928,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Mcm1,SFF-to-Sic1 -> 0to-1",9645,0,9645
2929,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cln3-to-Clb1,2 -> 0to1",1896,0,1896
2930,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cln3-to-Clb1,2 -> 0to-1",619,4711,5330
2931,"First: Clb5,6-to-Cln3 -> 0to-1, Second: MBF-to-Clb1,2 -> 0to1",1281,0,1281
2932,"First: Clb5,6-to-Cln3 -> 0to-1, Second: MBF-to-Clb1,2 -> 0to-1",1577,0,1577
2933,"First: Clb5,6-to-Cln3 -> 0to-1, Second: SBF-to-Clb1,2 -> 0to1",1036,0,1036
2934,"First: Clb5,6-to-Cln3 -> 0to-1, Second: SBF-to-Clb1,2 -> 0to-1",1602,0,1602
2935,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cln1,2-to-Clb1,2 -> 0to1",867,0,867
2936,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cln1,2-to-Clb1,2 -> 0to-1",1281,0,1281
2937,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cdh1-to-Clb1,2 -> -1to0",797,0,797
2938,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cdh1-to-Clb1,2 -> -1to1",374,2810,3184
2939,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Swi5-to-Clb1,2 -> 0to1",8319,0,8319
2940,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Swi5-to-Clb1,2 -> 0to-1",973,0,973
2941,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cdc2014-to-Clb1,2 -> -1to0",9298,0,9298
2942,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cdc2014-to-Clb1,2 -> -1to1",9238,0,9238
2943,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Clb5,6-to-Clb1,2 -> 1to0",1766,0,1766
2944,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Clb5,6-to-Clb1,2 -> 1to-1",9087,0,9087
2945,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Sic1-to-Clb1,2 -> -1to0",8740,0,8740
2946,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Sic1-to-Clb1,2 -> -1to1",2143,0,2143
2947,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Mcm1,SFF-to-Clb1,2 -> 1to0",1459,0,1459
2948,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Mcm1,SFF-to-Clb1,2 -> 1to-1",2794,0,2794
2949,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cln3-to-Mcm1,SFF -> 0to1",3694,0,3694
2950,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cln3-to-Mcm1,SFF -> 0to-1",535,2111,2646
2951,"First: Clb5,6-to-Cln3 -> 0to-1, Second: MBF-to-Mcm1,SFF -> 0to1",5074,0,5074
2952,"First: Clb5,6-to-Cln3 -> 0to-1, Second: MBF-to-Mcm1,SFF -> 0to-1",736,2111,2847
2953,"First: Clb5,6-to-Cln3 -> 0to-1, Second: SBF-to-Mcm1,SFF -> 0to1",5120,0,5120
2954,"First: Clb5,6-to-Cln3 -> 0to-1, Second: SBF-to-Mcm1,SFF -> 0to-1",679,2111,2790
2955,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cln1,2-to-Mcm1,SFF -> 0to1",4846,0,4846
2956,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cln1,2-to-Mcm1,SFF -> 0to-1",658,2111,2769
2957,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cdh1-to-Mcm1,SFF -> 0to1",6932,0,6932
2958,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cdh1-to-Mcm1,SFF -> 0to-1",790,0,790
2959,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Swi5-to-Mcm1,SFF -> 0to1",9057,0,9057
2960,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Swi5-to-Mcm1,SFF -> 0to-1",626,2111,2737
2961,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cdc2014-to-Mcm1,SFF -> 0to1",8590,0,8590
2962,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Cdc2014-to-Mcm1,SFF -> 0to-1",643,2111,2754
2963,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Clb5,6-to-Mcm1,SFF -> 1to0",837,0,837
2964,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Clb5,6-to-Mcm1,SFF -> 1to-1",7470,0,7470
2965,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Sic1-to-Mcm1,SFF -> 0to1",9100,0,9100
2966,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Sic1-to-Mcm1,SFF -> 0to-1",816,0,816
2967,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Clb1,2-to-Mcm1,SFF -> 1to0",628,2111,2739
2968,"First: Clb5,6-to-Cln3 -> 0to-1, Second: Clb1,2-to-Mcm1,SFF -> 1to-1",2754,0,2754
2969,"First: Sic1-to-Cln3 -> 0to1, Second: Clb1,2-to-Cln3 -> 0to1",13001,0,13001
2970,"First: Sic1-to-Cln3 -> 0to1, Second: Clb1,2-to-Cln3 -> 0to-1",12849,0,12849
2971,"First: Sic1-to-Cln3 -> 0to1, Second: Mcm1,SFF-to-Cln3 -> 0to1",13757,0,13757
2972,"First: Sic1-to-Cln3 -> 0to1, Second: Mcm1,SFF-to-Cln3 -> 0to-1",9656,0,9656
2973,"First: Sic1-to-Cln3 -> 0to1, Second: Cln3-to-MBF -> 1to0",8179,0,8179
2974,"First: Sic1-to-Cln3 -> 0to1, Second: Cln3-to-MBF -> 1to-1",8179,0,8179
2975,"First: Sic1-to-Cln3 -> 0to1, Second: SBF-to-MBF -> 0to1",12012,0,12012
2976,"First: Sic1-to-Cln3 -> 0to1, Second: SBF-to-MBF -> 0to-1",11161,0,11161
2977,"First: Sic1-to-Cln3 -> 0to1, Second: Cln1,2-to-MBF -> 0to1",12103,0,12103
2978,"First: Sic1-to-Cln3 -> 0to1, Second: Cln1,2-to-MBF -> 0to-1",11383,0,11383
2979,"First: Sic1-to-Cln3 -> 0to1, Second: Cdh1-to-MBF -> 0to1",11823,0,11823
2980,"First: Sic1-to-Cln3 -> 0to1, Second: Cdh1-to-MBF -> 0to-1",12090,0,12090
2981,"First: Sic1-to-Cln3 -> 0to1, Second: Swi5-to-MBF -> 0to1",11798,0,11798
2982,"First: Sic1-to-Cln3 -> 0to1, Second: Swi5-to-MBF -> 0to-1",11706,0,11706
2983,"First: Sic1-to-Cln3 -> 0to1, Second: Cdc2014-to-MBF -> 0to1",11807,0,11807
2984,"First: Sic1-to-Cln3 -> 0to1, Second: Cdc2014-to-MBF -> 0to-1",11759,0,11759
2985,"First: Sic1-to-Cln3 -> 0to1, Second: Clb5,6-to-MBF -> 0to1",12005,0,12005
2986,"First: Sic1-to-Cln3 -> 0to1, Second: Clb5,6-to-MBF -> 0to-1",11822,0,11822
2987,"First: Sic1-to-Cln3 -> 0to1, Second: Sic1-to-MBF -> 0to1",11787,0,11787
2988,"First: Sic1-to-Cln3 -> 0to1, Second: Sic1-to-MBF -> 0to-1",10843,0,10843
2989,"First: Sic1-to-Cln3 -> 0to1, Second: Clb1,2-to-MBF -> -1to0",11782,0,11782
2990,"First: Sic1-to-Cln3 -> 0to1, Second: Clb1,2-to-MBF -> -1to1",16307,0,16307
2991,"First: Sic1-to-Cln3 -> 0to1, Second: Mcm1,SFF-to-MBF -> 0to1",11784,0,11784
2992,"First: Sic1-to-Cln3 -> 0to1, Second: Mcm1,SFF-to-MBF -> 0to-1",11828,0,11828
2993,"First: Sic1-to-Cln3 -> 0to1, Second: Cln3-to-SBF -> 1to0",4142,0,4142
2994,"First: Sic1-to-Cln3 -> 0to1, Second: Cln3-to-SBF -> 1to-1",4259,0,4259
2995,"First: Sic1-to-Cln3 -> 0to1, Second: MBF-to-SBF -> 0to1",11965,0,11965
2996,"First: Sic1-to-Cln3 -> 0to1, Second: MBF-to-SBF -> 0to-1",10103,0,10103
2997,"First: Sic1-to-Cln3 -> 0to1, Second: Cln1,2-to-SBF -> 0to1",12030,0,12030
2998,"First: Sic1-to-Cln3 -> 0to1, Second: Cln1,2-to-SBF -> 0to-1",11536,0,11536
2999,"First: Sic1-to-Cln3 -> 0to1, Second: Cdh1-to-SBF -> 0to1",11436,0,11436
3000,"First: Sic1-to-Cln3 -> 0to1, Second: Cdh1-to-SBF -> 0to-1",11057,0,11057
3001,"First: Sic1-to-Cln3 -> 0to1, Second: Swi5-to-SBF -> 0to1",11404,0,11404
3002,"First: Sic1-to-Cln3 -> 0to1, Second: Swi5-to-SBF -> 0to-1",9119,0,9119
3003,"First: Sic1-to-Cln3 -> 0to1, Second: Cdc2014-to-SBF -> 0to1",11372,0,11372
3004,"First: Sic1-to-Cln3 -> 0to1, Second: Cdc2014-to-SBF -> 0to-1",10318,0,10318
3005,"First: Sic1-to-Cln3 -> 0to1, Second: Clb5,6-to-SBF -> 0to1",12204,0,12204
3006,"First: Sic1-to-Cln3 -> 0to1, Second: Clb5,6-to-SBF -> 0to-1",11415,0,11415
3007,"First: Sic1-to-Cln3 -> 0to1, Second: Sic1-to-SBF -> 0to1",11401,0,11401
3008,"First: Sic1-to-Cln3 -> 0to1, Second: Sic1-to-SBF -> 0to-1",4376,0,4376
3009,"First: Sic1-to-Cln3 -> 0to1, Second: Clb1,2-to-SBF -> -1to0",11563,0,11563
3010,"First: Sic1-to-Cln3 -> 0to1, Second: Clb1,2-to-SBF -> -1to1",16299,0,16299
3011,"First: Sic1-to-Cln3 -> 0to1, Second: Mcm1,SFF-to-SBF -> 0to1",11536,0,11536
3012,"First: Sic1-to-Cln3 -> 0to1, Second: Mcm1,SFF-to-SBF -> 0to-1",11825,0,11825
3013,"First: Sic1-to-Cln3 -> 0to1, Second: Cln3-to-Cln1,2 -> 0to1",12332,0,12332
3014,"First: Sic1-to-Cln3 -> 0to1, Second: Cln3-to-Cln1,2 -> 0to-1",11024,0,11024
3015,"First: Sic1-to-Cln3 -> 0to1, Second: MBF-to-Cln1,2 -> 0to1",12054,0,12054
3016,"First: Sic1-to-Cln3 -> 0to1, Second: MBF-to-Cln1,2 -> 0to-1",10213,0,10213
3017,"First: Sic1-to-Cln3 -> 0to1, Second: SBF-to-Cln1,2 -> 1to0",6198,0,6198
3018,"First: Sic1-to-Cln3 -> 0to1, Second: SBF-to-Cln1,2 -> 1to-1",7029,0,7029
3019,"First: Sic1-to-Cln3 -> 0to1, Second: Cdh1-to-Cln1,2 -> 0to1",11983,0,11983
3020,"First: Sic1-to-Cln3 -> 0to1, Second: Cdh1-to-Cln1,2 -> 0to-1",11237,0,11237
3021,"First: Sic1-to-Cln3 -> 0to1, Second: Swi5-to-Cln1,2 -> 0to1",13275,0,13275
3022,"First: Sic1-to-Cln3 -> 0to1, Second: Swi5-to-Cln1,2 -> 0to-1",10077,0,10077
3023,"First: Sic1-to-Cln3 -> 0to1, Second: Cdc2014-to-Cln1,2 -> 0to1",14271,0,14271
3024,"First: Sic1-to-Cln3 -> 0to1, Second: Cdc2014-to-Cln1,2 -> 0to-1",11880,0,11880
3025,"First: Sic1-to-Cln3 -> 0to1, Second: Clb5,6-to-Cln1,2 -> 0to1",12777,0,12777
3026,"First: Sic1-to-Cln3 -> 0to1, Second: Clb5,6-to-Cln1,2 -> 0to-1",11962,0,11962
3027,"First: Sic1-to-Cln3 -> 0to1, Second: Sic1-to-Cln1,2 -> 0to1",13153,0,13153
3028,"First: Sic1-to-Cln3 -> 0to1, Second: Sic1-to-Cln1,2 -> 0to-1",10376,0,10376
3029,"First: Sic1-to-Cln3 -> 0to1, Second: Clb1,2-to-Cln1,2 -> 0to1",14281,0,14281
3030,"First: Sic1-to-Cln3 -> 0to1, Second: Clb1,2-to-Cln1,2 -> 0to-1",11968,0,11968
3031,"First: Sic1-to-Cln3 -> 0to1, Second: Mcm1,SFF-to-Cln1,2 -> 0to1",14281,0,14281
3032,"First: Sic1-to-Cln3 -> 0to1, Second: Mcm1,SFF-to-Cln1,2 -> 0to-1",12037,0,12037
3033,"First: Sic1-to-Cln3 -> 0to1, Second: Cln3-to-Cdh1 -> 0to1",12657,0,12657
3034,"First: Sic1-to-Cln3 -> 0to1, Second: Cln3-to-Cdh1 -> 0to-1",12355,0,12355
3035,"First: Sic1-to-Cln3 -> 0to1, Second: MBF-to-Cdh1 -> 0to1",12473,0,12473
3036,"First: Sic1-to-Cln3 -> 0to1, Second: MBF-to-Cdh1 -> 0to-1",12041,0,12041
3037,"First: Sic1-to-Cln3 -> 0to1, Second: SBF-to-Cdh1 -> 0to1",12491,0,12491
3038,"First: Sic1-to-Cln3 -> 0to1, Second: SBF-to-Cdh1 -> 0to-1",12043,0,12043
3039,"First: Sic1-to-Cln3 -> 0to1, Second: Cln1,2-to-Cdh1 -> -1to0",12425,0,12425
3040,"First: Sic1-to-Cln3 -> 0to1, Second: Cln1,2-to-Cdh1 -> -1to1",10471,0,10471
3041,"First: Sic1-to-Cln3 -> 0to1, Second: Swi5-to-Cdh1 -> 0to1",11256,0,11256
3042,"First: Sic1-to-Cln3 -> 0to1, Second: Swi5-to-Cdh1 -> 0to-1",12355,0,12355
3043,"First: Sic1-to-Cln3 -> 0to1, Second: Cdc2014-to-Cdh1 -> 1to0",12361,0,12361
3044,"First: Sic1-to-Cln3 -> 0to1, Second: Cdc2014-to-Cdh1 -> 1to-1",12361,0,12361
3045,"First: Sic1-to-Cln3 -> 0to1, Second: Clb5,6-to-Cdh1 -> -1to0",12003,0,12003
3046,"First: Sic1-to-Cln3 -> 0to1, Second: Clb5,6-to-Cdh1 -> -1to1",11922,0,11922
3047,"First: Sic1-to-Cln3 -> 0to1, Second: Sic1-to-Cdh1 -> 0to1",11336,0,11336
3048,"First: Sic1-to-Cln3 -> 0to1, Second: Sic1-to-Cdh1 -> 0to-1",12354,0,12354
3049,"First: Sic1-to-Cln3 -> 0to1, Second: Clb1,2-to-Cdh1 -> -1to0",11224,0,11224
3050,"First: Sic1-to-Cln3 -> 0to1, Second: Clb1,2-to-Cdh1 -> -1to1",10955,0,10955
3051,"First: Sic1-to-Cln3 -> 0to1, Second: Mcm1,SFF-to-Cdh1 -> 0to1",11217,0,11217
3052,"First: Sic1-to-Cln3 -> 0to1, Second: Mcm1,SFF-to-Cdh1 -> 0to-1",12256,0,12256
3053,"First: Sic1-to-Cln3 -> 0to1, Second: Cln3-to-Swi5 -> 0to1",12247,0,12247
3054,"First: Sic1-to-Cln3 -> 0to1, Second: Cln3-to-Swi5 -> 0to-1",12114,0,12114
3055,"First: Sic1-to-Cln3 -> 0to1, Second: MBF-to-Swi5 -> 0to1",12247,0,12247
3056,"First: Sic1-to-Cln3 -> 0to1, Second: MBF-to-Swi5 -> 0to-1",12029,0,12029
3057,"First: Sic1-to-Cln3 -> 0to1, Second: SBF-to-Swi5 -> 0to1",12255,0,12255
3058,"First: Sic1-to-Cln3 -> 0to1, Second: SBF-to-Swi5 -> 0to-1",12023,0,12023
3059,"First: Sic1-to-Cln3 -> 0to1, Second: Cln1,2-to-Swi5 -> 0to1",12271,0,12271
3060,"First: Sic1-to-Cln3 -> 0to1, Second: Cln1,2-to-Swi5 -> 0to-1",12570,0,12570
3061,"First: Sic1-to-Cln3 -> 0to1, Second: Cdh1-to-Swi5 -> 0to1",12249,0,12249
3062,"First: Sic1-to-Cln3 -> 0to1, Second: Cdh1-to-Swi5 -> 0to-1",12278,0,12278
3063,"First: Sic1-to-Cln3 -> 0to1, Second: Cdc2014-to-Swi5 -> 1to0",11746,0,11746
3064,"First: Sic1-to-Cln3 -> 0to1, Second: Cdc2014-to-Swi5 -> 1to-1",10235,0,10235
3065,"First: Sic1-to-Cln3 -> 0to1, Second: Clb5,6-to-Swi5 -> 0to1",12572,0,12572
3066,"First: Sic1-to-Cln3 -> 0to1, Second: Clb5,6-to-Swi5 -> 0to-1",12259,0,12259
3067,"First: Sic1-to-Cln3 -> 0to1, Second: Sic1-to-Swi5 -> 0to1",12247,0,12247
3068,"First: Sic1-to-Cln3 -> 0to1, Second: Sic1-to-Swi5 -> 0to-1",12013,0,12013
3069,"First: Sic1-to-Cln3 -> 0to1, Second: Clb1,2-to-Swi5 -> -1to0",12225,0,12225
3070,"First: Sic1-to-Cln3 -> 0to1, Second: Clb1,2-to-Swi5 -> -1to1",12189,0,12189
